GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,MASS_P50,HIMASS_LIM,WARNING,index,mpa_z,model_u,model_g,model_r,model_i,model_z,ext_u,ext_g,ext_r,ext_i,ext_z
11834,101866,J000047.89+141639.1,750,52235,141,14.277546,0.03618,10.709,8.91,0,228693,0.036184598,17.9499,16.2023,15.3202,14.8164,14.3893,0.3257,0.2396,0.1738,0.1318,0.0934
11861,101867,J000054.75+151307.4,750,52235,516,15.218737,0.0458,10.009,8.5,0,229003,0.04579797,18.5675,17.2492,16.594,16.2253,15.9386,0.2273,0.1672,0.1213,0.092,0.0652
11828,101869,J000131.42+142426.8,750,52235,101,14.407469,0.04191,10.211,8.5,0,228663,0.041910756,17.9527,16.6587,15.9691,15.5759,15.3074,0.2868,0.211,0.153,0.116,0.0823
11899,101870,J000144.41+151215.1,751,52251,356,15.204218,0.04593,10.331,8.53,0,229388,0.04593726,18.7731,16.9816,16.1584,15.7442,15.4396,0.2233,0.1643,0.1191,0.0903,0.0641
11864,101873,J000153.70+160815.2,750,52235,569,16.137566,0.04254,10.154,8.5,0,229044,0.042546514,18.9564,17.1583,16.468,16.0384,15.7021,0.2247,0.1654,0.1199,0.0909,0.0645
11892,101874,J000200.82+150132.1,751,52251,266,15.025609,0.03573,10.539,8.74,0,229319,0.035715353,17.7795,16.0029,15.1594,14.7566,14.4277,0.2495,0.1836,0.1331,0.1009,0.0716
11825,101876,J000210.19+140810.3,750,52235,13,14.136204,0.04201,10.625,8.83,0,228594,0.04200882,18.5348,16.5763,15.6362,15.186,14.8039,0.3514,0.2585,0.1875,0.1422,0.1008
11865,7,J000311.26+155756.7,750,52235,605,15.96576,0.03742,11.306,9.51,0,229075,0.037421063,16.6191,14.6649,13.7372,13.2724,12.8835,0.2311,0.1701,0.1233,0.0935,0.0663
11826,101882,J000320.84+144024.0,750,52235,73,14.673346,0.04143,10.335,8.54,0,228640,0.041428953,19.169,17.1484,16.2293,15.7977,15.4388,0.3891,0.2863,0.2077,0.1575,0.1116
11900,100855,J000400.78+160110.4,751,52251,377,16.01957,0.03722,10.024,8.5,0,229407,0.037230443,17.9261,16.5532,15.9463,15.6008,15.3275,0.2153,0.1584,0.1149,0.0871,0.0618
11903,101887,J000458.72+154018.2,751,52251,426,15.671741,0.03733,10.168,8.5,0,229449,0.037335586,18.8742,16.9764,16.1231,15.7146,15.4095,0.3617,0.2661,0.193,0.1463,0.1038
11902,101893,J000524.12+160259.8,751,52251,405,16.049961,0.04279,10.539,8.74,0,229430,0.04278472,17.3393,15.9989,15.2992,14.89,14.6268,0.2411,0.1774,0.1287,0.0976,0.0692
11890,101894,J000527.05+134849.6,751,52251,246,13.813791,0.04214,10.307,8.51,0,229302,0.04213179,17.8844,16.4186,15.7126,15.2923,15.0126,0.6252,0.46,0.3336,0.253,0.1794
11912,101903,J000625.57+152543.4,751,52251,498,15.428742,0.04415,10.297,8.5,0,229511,0.04414809,18.604,16.9469,16.1647,15.7452,15.4133,0.3604,0.2652,0.1923,0.1458,0.1034
11910,101905,J000632.57+154004.7,751,52251,484,15.667993,0.03701,10.279,8.5,0,229498,0.037012957,18.5424,16.6796,15.8447,15.4232,15.1096,0.3328,0.2449,0.1776,0.1347,0.0955
11917,101910,J000742.65+151112.7,751,52251,551,15.186888,0.04458,10.743,8.94,0,229553,0.044561084,18.2036,16.322,15.4279,14.9554,14.5858,0.3311,0.2436,0.1767,0.134,0.095
11951,101914,J000805.46+145317.4,752,52251,311,14.888187,0.04507,10.32,8.52,0,229859,0.045066833,19.5018,17.6576,16.7267,16.2365,15.8236,0.2772,0.204,0.1479,0.1122,0.0795
11956,101917,J000820.76+150921.6,752,52251,350,15.156012,0.03951,10.088,8.5,0,229885,0.039504584,18.3761,17.1992,16.4392,16.0643,15.7504,0.2966,0.2182,0.1583,0.12,0.0851
2132,102343,J000837.48+005602.5,388,51793,577,0.934043,0.04943,10.071,8.5,0,57162,0.049433634,18.2701,17.0516,16.4462,16.0995,15.8339,0.1449,0.1066,0.0773,0.0587,0.0416
11952,100953,J000907.90+142755.9,752,52251,320,14.465533,0.04143,10.724,8.92,0,229866,0.041430086,17.3555,15.7245,14.9462,14.516,14.167,0.441,0.3245,0.2353,0.1785,0.1265
11919,101926,J000920.50+153234.4,751,52251,585,15.542902,0.04449,10.117,8.5,0,229579,0.0444833,19.3738,17.761,16.9465,16.4798,16.0874,0.368,0.2708,0.1964,0.1489,0.1056
2122,102350,J001007.23+001942.5,388,51793,514,0.328495,0.03889,10.005,8.5,0,57110,0.03889409,17.7368,16.4313,15.8845,15.5581,15.2986,0.1647,0.1212,0.0879,0.0666,0.0473
11876,100070,J001047.89+145101.3,751,52251,68,14.850371,0.04192,10.974,9.17,0,229158,0.041936696,17.4486,15.6764,14.7927,14.3146,13.9129,0.3689,0.2714,0.1968,0.1493,0.1058
11927,101934,J001052.66+153526.6,751,52251,625,15.590727,0.03696,11.295,9.5,0,229610,0.03693221,18.4492,16.2964,15.0818,14.4484,13.9238,0.3629,0.267,0.1937,0.1468,0.1041
11950,101936,J001136.15+134818.2,752,52251,260,13.805058,0.03914,10.712,8.91,0,229816,0.039137024,17.8932,15.9902,15.0978,14.6452,14.2991,0.345,0.2539,0.1841,0.1396,0.099
11946,101941,J001228.53+141039.8,752,52251,214,14.177739,0.0442,10.408,8.61,0,229783,0.04419659,18.2483,16.6849,15.8813,15.4864,15.1413,0.2608,0.1919,0.1392,0.1055,0.0748
2113,101809,J001234.46+000259.2,388,51793,32,0.04979,0.0395,10.483,8.68,0,56724,0.039514974,17.8662,16.5974,15.7138,15.3527,14.9815,0.1537,0.1131,0.082,0.0622,0.0441
2137,102363,J001256.72+002518.0,388,51793,628,0.42169,0.03874,10.182,8.5,0,57200,0.038740005,17.8772,16.4885,15.8123,15.4658,15.197,0.164,0.1207,0.0875,0.0664,0.0471
2144,102364,J001312.19+004434.6,389,51795,370,0.742958,0.03872,10.879,9.08,0,57508,0.038762882,17.3303,15.418,14.5597,14.1581,13.8383,0.1514,0.1114,0.0808,0.0613,0.0434
11945,101945,J001324.73+141230.2,752,52251,213,14.2084,0.04518,10.689,8.89,0,229782,0.045170743,18.006,16.1475,15.2922,14.896,14.5637,0.2148,0.158,0.1146,0.0869,0.0616
2148,101136,J001328.58+010220.7,389,51795,410,1.039093,0.03216,10.052,8.5,0,57539,0.032166585,17.9951,16.3394,15.636,15.2832,15.051,0.1319,0.097,0.0704,0.0534,0.0378
11937,101948,J001355.13+140439.0,752,52251,139,14.077515,0.04276,10.044,8.5,0,229729,0.04275906,17.8285,16.2969,15.7403,15.4334,15.2849,0.2274,0.1673,0.1214,0.092,0.0652
2156,102370,J001417.48+010405.2,389,51795,452,1.068124,0.03948,10.701,8.9,0,57571,0.039515577,17.7249,15.8725,15.0221,14.616,14.2871,0.1177,0.0866,0.0628,0.0476,0.0338
2155,102371,J001419.43+011254.8,389,51795,444,1.215225,0.03978,10.25,8.5,0,57564,0.03980873,18.187,16.6484,15.8931,15.5079,15.2313,0.1045,0.0769,0.0558,0.0423,0.03
11942,101949,J001422.57+144503.4,752,52251,174,14.750955,0.02783,10.029,8.5,0,229752,0.027815929,18.0036,16.3819,15.6426,15.2465,14.9592,0.2358,0.1735,0.1259,0.0954,0.0677
2153,102372,J001426.22+010350.9,389,51795,441,1.064149,0.0399,10.872,9.07,0,57561,0.03991177,17.5756,15.6814,14.8004,14.3556,14.0081,0.1186,0.0873,0.0633,0.048,0.034
2154,102374,J001427.30+010734.3,389,51795,442,1.12622,0.04015,10.321,8.52,0,57562,0.04017201,18.6782,16.7932,15.9762,15.5686,15.2447,0.1138,0.0837,0.0607,0.046,0.0326
11941,101950,J001443.88+143120.0,752,52251,170,14.522233,0.03417,10.274,8.5,0,229751,0.03416925,18.6586,16.9027,16.0299,15.5679,15.1668,0.2923,0.2151,0.156,0.1183,0.0839
2158,400884,J001455.07+001508.2,389,51795,474,0.252292,0.03897,10.553,8.75,0,57590,0.038993828,16.2472,15.1306,14.6407,14.2876,14.0162,0.1373,0.101,0.0732,0.0555,0.0394
11934,101953,J001506.35+141422.6,752,52251,82,14.239633,0.04269,10.304,8.5,0,229684,0.04269085,18.6493,17.1007,16.3207,15.8506,15.4838,0.2984,0.2196,0.1592,0.1207,0.0856
2159,100967,J001529.73+003823.2,389,51795,481,0.639778,0.04033,10.651,8.85,0,57595,0.040359553,17.6858,16.0644,15.343,14.9178,14.6118,0.126,0.0927,0.0672,0.051,0.0361
11977,100969,J001610.28+145530.3,752,52251,560,14.925107,0.04204,10.681,8.88,0,230038,0.042048328,17.7534,16.3154,15.5264,15.0353,14.6973,0.2378,0.175,0.1269,0.0962,0.0682
2165,100755,J001621.30+004719.0,389,51795,540,0.788617,0.04425,10.413,8.61,0,57639,0.044279262,17.943,16.1932,15.4602,15.1163,14.8471,0.1289,0.0948,0.0688,0.0522,0.037
27432,102608,J001646.29+011237.0,687,52518,523,1.210335,0.04407,11.051,9.25,0,203643,0.044054672,17.471,15.4997,14.6053,14.1712,13.8301,0.1431,0.1053,0.0764,0.0579,0.0411
2174,100130,J001647.01+004215.5,389,51795,577,0.704308,0.04484,11.227,9.43,0,57670,0.04484349,16.8012,14.8801,14.0185,13.6101,13.2929,0.1286,0.0946,0.0686,0.052,0.0369
2162,102384,J001705.62+003810.7,389,51795,518,0.636311,0.0453,10.105,8.5,0,57624,0.045311216,18.4047,17.1524,16.7747,16.5127,16.3458,0.1268,0.0933,0.0677,0.0513,0.0364
2182,102610,J001734.46+004434.9,389,51795,620,0.743052,0.04447,10.902,9.1,0,57702,0.04448506,17.5602,15.6752,14.8085,14.3926,14.08,0.1427,0.105,0.0761,0.0577,0.0409
16247,102611,J001750.26+001604.8,1088,52929,400,0.267986,0.0421,10.235,8.5,1,374130,0.042106993,18.6528,17.3154,16.8818,16.2171,15.8094,0.1409,0.1037,0.0752,0.057,0.0404
2168,102611,J001750.38+001602.1,389,51795,549,0.26727,0.04243,10.516,8.72,1,57648,0.042468235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16261,102392,J001810.41+001444.9,1089,52913,579,0.245862,0.04498,10.103,8.5,0,374365,0.044981565,17.9609,16.675,16.1085,15.7346,15.5078,0.1441,0.1061,0.0769,0.0583,0.0414
2185,102395,J001827.24+003801.0,390,51900,336,0.633624,0.04717,10.798,9,0,58504,0.047142025,18.0436,16.1005,15.253,14.843,14.5404,0.1314,0.0967,0.0701,0.0532,0.0377
12030,101972,J001842.68+151142.6,753,52233,345,15.195168,0.03716,10.653,8.85,0,230348,0.037156813,17.6812,15.8224,14.9776,14.582,14.2367,0.2349,0.1728,0.1254,0.0951,0.0674
12029,180,J001908.23+154457.6,753,52233,336,15.749361,0.03664,11.174,9.37,0,230345,0.036639586,16.6251,14.8435,13.9625,13.4805,13.1039,0.2569,0.189,0.1371,0.1039,0.0737
11982,101976,J001932.15+154102.5,752,52251,614,15.684034,0.04064,10.181,8.5,0,230079,0.040622648,18.0546,16.5721,15.8931,15.5248,15.2408,0.2473,0.1819,0.132,0.1001,0.0709
12025,101977,J001934.54+161215.0,753,52233,322,16.204182,0.03665,10.843,9.04,0,230336,0.036664646,17.9144,15.8747,14.9197,14.452,14.0913,0.3459,0.2545,0.1846,0.14,0.0992
12027,101979,J001940.37+155411.0,753,52233,325,15.903058,0.04038,10.606,8.81,0,230339,0.040377695,18.3422,16.4101,15.4983,15.0562,14.7075,0.2787,0.205,0.1487,0.1128,0.08
2184,101793,J001941.68+002232.3,389,51795,638,0.375665,0.0413,10.504,8.7,0,57715,0.04126994,18.1244,16.3248,15.5449,15.1175,14.7807,0.1316,0.0969,0.0702,0.0533,0.0378
12026,100764,J001944.69+155130.5,753,52233,324,15.85848,0.04077,10.341,8.54,0,230338,0.04077549,19.5305,17.5042,16.5258,16.0106,15.6486,0.2732,0.2011,0.1458,0.1106,0.0784
2183,102397,J002011.52+000024.6,389,51795,631,0.006853,0.04399,10.673,8.87,0,57710,0.043996897,18.943,16.6628,15.903,15.4658,15.0623,0.1605,0.1181,0.0857,0.065,0.0461
2196,102399,J002027.67+000015.5,390,51900,435,0.004318,0.04607,10.811,9.01,0,58583,0.046049803,17.7748,15.9204,15.1045,14.7234,14.3917,0.1631,0.12,0.087,0.066,0.0468
12044,100169,J002032.65+152050.4,753,52233,434,15.347357,0.04031,10.347,8.55,0,230406,0.040311843,16.2582,15.3286,14.9207,14.6182,14.4008,0.2741,0.2017,0.1463,0.1109,0.0786
12018,101992,J002142.86+141251.3,753,52233,260,14.214273,0.04201,10.128,8.5,0,230291,0.042018738,18.3245,16.8742,16.1703,15.7888,15.5005,0.3454,0.2541,0.1843,0.1398,0.0991
2201,102402,J002219.86+000033.2,390,51900,494,0.009242,0.04282,10.437,8.64,0,58632,0.042818617,19.0793,17.3177,16.5161,16.0259,15.6583,0.142,0.1045,0.0758,0.0575,0.0407
2212,102403,J002231.86+002127.1,391,51782,347,0.357547,0.04712,10.108,8.5,0,59029,0.047105417,18.2457,16.8627,16.2652,15.905,15.638,0.1278,0.0941,0.0682,0.0517,0.0367
12012,101998,J002244.62+145658.9,753,52233,197,14.949708,0.02519,10.317,8.52,0,230245,0.025187721,17.5444,15.9981,15.2168,14.7623,14.3799,0.2902,0.2135,0.1548,0.1174,0.0832
12053,102007,J002347.85+153957.6,753,52233,488,15.666024,0.0363,10.498,8.7,0,230440,0.036299095,18.2444,16.3285,15.4495,15.0113,14.6843,0.3128,0.2302,0.1669,0.1266,0.0898
12045,102009,J002350.74+160655.7,753,52233,443,16.115498,0.03683,10.314,8.51,0,230412,0.036832836,17.7543,16.4309,15.6802,15.2657,14.9676,0.3133,0.2305,0.1672,0.1268,0.0899
12005,102014,J002420.72+144632.3,753,52233,143,14.775663,0.0309,10.056,8.5,0,230208,0.030897792,18.8138,17.0828,16.202,15.773,15.4169,0.3096,0.2278,0.1652,0.1253,0.0888
12002,102019,J002504.00+145815.2,753,52233,118,14.97091,0.03672,10.482,8.68,0,230189,0.036715515,18.4705,16.5208,15.6133,15.1826,14.8208,0.27,0.1986,0.1441,0.1092,0.0775
12001,102023,J002531.64+144234.0,753,52233,107,14.709469,0.04194,10.228,8.5,0,230183,0.041935354,18.881,17.0063,16.2043,15.7972,15.47,0.2494,0.1835,0.1331,0.1009,0.0715
2214,102407,J002537.70+000212.2,391,51782,383,0.036736,0.04244,11.196,9.4,0,59060,0.04244858,17.1731,15.1901,14.2679,13.8069,13.4534,0.1353,0.0996,0.0722,0.0548,0.0388
12062,102606,J002556.06+153815.0,753,52233,559,15.637516,0.03651,10.087,8.5,0,230483,0.036509357,17.2375,16.1089,15.5584,15.2263,14.992,0.2749,0.2023,0.1467,0.1112,0.0789
11989,102027,J002558.89+135545.8,753,52233,47,13.929405,0.04194,10.693,8.89,0,230137,0.041949455,18.2544,16.2947,15.3549,14.925,14.5576,0.4095,0.3013,0.2185,0.1657,0.1175
11994,247,J002558.97+142052.7,753,52233,77,14.347994,0.03725,10.167,8.5,0,230161,0.0372522,17.6711,16.2329,15.6092,15.2571,14.9563,0.3597,0.2647,0.192,0.1456,0.1032
12061,102028,J002601.97+153918.3,753,52233,554,15.655093,0.03652,10.324,8.52,0,230480,0.036521975,18.4617,16.6944,15.8411,15.4088,15.0706,0.266,0.1957,0.142,0.1076,0.0763
12065,102032,J002634.91+151924.8,753,52233,598,15.323564,0.04189,10.605,8.81,0,230508,0.041880954,17.9166,16.1155,15.2886,14.8753,14.5535,0.2444,0.1798,0.1304,0.0989,0.0701
2209,102413,J002649.05+000217.2,390,51900,625,0.03812,0.04462,10.739,8.94,0,58734,0.044612627,17.7637,15.9408,15.1085,14.7007,14.3946,0.1148,0.0845,0.0613,0.0465,0.0329
12067,102039,J002740.45+154151.5,753,52233,631,15.697644,0.03825,10.217,8.5,0,230532,0.038250957,18.9334,17.0205,16.1533,15.7494,15.4091,0.2923,0.2151,0.156,0.1183,0.0839
2229,102419,J002829.44+004651.6,391,51782,537,0.781022,0.04031,10.83,9.03,0,59184,0.040301327,17.4039,15.5557,14.7186,14.2989,14.0068,0.1184,0.0871,0.0632,0.0479,0.034
3163,102043,J002846.83+150529.3,417,51821,343,15.0915,0.0422,10.631,8.83,0,79555,0.042209372,17.7877,16.0913,15.2894,14.8652,14.5291,0.3096,0.2278,0.1652,0.1253,0.0888
2228,102423,J002908.09+001646.1,391,51782,514,0.279485,0.0453,10.172,8.5,0,59167,0.045269925,17.4485,16.3558,15.7906,15.4833,15.2697,0.1255,0.0923,0.067,0.0508,0.036
2227,102612,J002924.12+001856.7,391,51782,513,0.315766,0.04538,10.862,9.06,0,59166,0.045361135,18.3264,16.4593,15.5301,15.0114,14.601,0.1301,0.0957,0.0694,0.0526,0.0373
2249,102426,J003005.31+002449.5,392,51793,354,0.413776,0.0455,10.229,8.5,0,59542,0.045496296,18.414,16.8771,16.1513,15.7847,15.487,0.1297,0.0954,0.0692,0.0525,0.0372
3157,102055,J003032.94+145635.4,417,51821,235,14.943187,0.03812,10.571,8.77,0,79503,0.038120136,18.3672,16.4016,15.4992,15.0505,14.7017,0.3253,0.2393,0.1736,0.1316,0.0933
3151,102060,J003143.05+142911.2,417,51821,166,14.486465,0.03814,10.4,8.6,0,79463,0.038140655,18.4541,16.556,15.6996,15.2763,14.9579,0.3563,0.2622,0.1902,0.1442,0.1022
2236,729554,J003215.70+005422.1,391,51782,607,0.906164,0.04436,10.174,8.5,0,59245,0.044343375,17.7174,16.3949,15.8167,15.4744,15.258,0.1072,0.0789,0.0572,0.0434,0.0308
27446,102723,J003246.60+010749.4,689,52262,570,1.130416,0.04361,10.482,8.68,0,204407,0.04360237,18.2735,16.4905,15.6638,15.2676,14.9694,0.1099,0.0809,0.0587,0.0445,0.0315
27181,102067,J003248.17+144738.1,418,51884,313,14.793937,0.04182,10.596,8.8,0,80351,0.041848823,17.4374,16.0648,15.2945,14.8837,14.5674,0.3408,0.2507,0.1819,0.1379,0.0978
2252,102613,J003251.34+011310.1,392,51793,366,1.219481,0.04399,10.596,8.8,0,59552,0.04398493,18.2937,16.4473,15.5715,15.162,14.8343,0.1035,0.0762,0.0552,0.0419,0.0297
2262,102447,J003446.21+000651.7,392,51793,424,0.114373,0.0452,10.187,8.5,0,59598,0.04517834,17.869,16.3193,15.6876,15.3799,15.176,0.0932,0.0686,0.0497,0.0377,0.0267
3148,100318,J003506.49+142117.4,417,51821,26,14.354837,0.03796,10.212,8.5,0,79406,0.037985694,17.391,16.176,15.595,15.2228,14.9332,0.336,0.2473,0.1793,0.136,0.0964
2264,102449,J003514.53+004145.5,392,51793,432,0.695981,0.0412,10.732,8.93,0,59606,0.041185744,17.0745,15.5632,14.8163,14.4141,14.1229,0.113,0.0832,0.0603,0.0457,0.0324
2274,729557,J003542.87+011301.4,392,51793,533,1.217057,0.0406,10.416,8.62,0,59682,0.040589817,16.9239,15.7315,15.1195,14.797,14.5392,0.12,0.0883,0.064,0.0485,0.0344
27178,101736,J003546.93+135901.4,418,51884,243,13.983735,0.03672,10.343,8.54,0,80309,0.036721893,17.5054,16.0392,15.332,14.9545,14.6574,0.3634,0.2674,0.1939,0.147,0.1043
27449,102460,J003600.19+000013.8,690,52261,237,0.003829,0.04202,10.108,8.5,0,204585,0.042021398,17.6501,16.3472,15.8494,15.5252,15.2926,0.124,0.0913,0.0662,0.0502,0.0356
27175,102077,J003708.02+143148.7,418,51884,185,14.530222,0.03843,10.42,8.62,0,80273,0.03845199,18.677,16.7943,15.8737,15.4255,15.0538,0.4306,0.3168,0.2298,0.1742,0.1235
27188,102082,J003727.09+150053.0,418,51884,473,15.014765,0.03848,10.239,8.5,0,80433,0.038471688,18.3233,16.7981,16.033,15.6067,15.2746,0.4264,0.3137,0.2275,0.1725,0.1223
2272,100349,J003735.81+001650.4,392,51793,517,0.280685,0.03491,10.987,9.19,0,59669,0.03490481,15.8654,14.4874,13.785,13.4018,13.0833,0.1125,0.0828,0.06,0.0455,0.0323
27187,102087,J003749.14+153155.7,418,51884,465,15.532194,0.03825,10.493,8.69,0,80426,0.038247064,17.4579,16.024,15.2818,14.873,14.5796,0.3409,0.2509,0.1819,0.138,0.0978
27170,102088,J003758.35+143250.1,418,51884,167,14.547307,0.03885,10.54,8.74,0,80261,0.038855825,17.6435,16.0909,15.2852,14.8756,14.5624,0.4122,0.3033,0.22,0.1668,0.1183
2279,102461,J003814.65+001237.4,392,51793,554,0.210408,0.04443,10.544,8.74,0,59699,0.044411477,17.8285,16.1972,15.4621,15.0867,14.7992,0.11,0.0809,0.0587,0.0445,0.0316
2291,400319,J003828.13+000720.7,393,51794,356,0.122429,0.04165,10.639,8.84,0,60053,0.041662116,16.6427,15.2146,14.5717,14.2221,14.0488,0.1039,0.0765,0.0555,0.042,0.0298
27193,102095,J003831.75+151409.0,418,51884,500,15.235837,0.03813,10.695,8.9,0,80452,0.038134474,17.5342,15.7455,14.9146,14.5007,14.14,0.4304,0.3166,0.2297,0.1741,0.1235
2275,102466,J003843.06+003451.7,392,51793,543,0.581038,0.04303,10.184,8.5,0,59690,0.043028973,17.7437,16.4191,15.8366,15.4858,15.2646,0.0957,0.0704,0.0511,0.0387,0.0275
3172,102096,J003847.43+142858.9,418,51817,141,14.483031,0.03346,10.508,8.71,0,79813,0.033469986,17.7575,16.1845,15.3526,14.8946,14.4967,0.4767,0.3507,0.2544,0.1929,0.1368
2276,101160,J003856.58+001757.3,392,51793,544,0.299254,0.02589,10.226,8.5,0,59691,0.025879404,17.9949,16.0923,15.2716,14.8677,14.576,0.0995,0.0732,0.0531,0.0403,0.0286
27167,102100,J003921.66+142811.5,418,51884,150,14.469862,0.03802,10.372,8.57,0,80250,0.038056813,18.4586,16.6065,15.7574,15.3291,14.9678,0.4976,0.3662,0.2656,0.2014,0.1428
3189,102104,J004023.48+143649.4,419,51879,308,14.613749,0.0384,10.046,8.5,0,81569,0.03838872,18.1373,16.6911,15.9747,15.6147,15.4095,0.5912,0.435,0.3155,0.2392,0.1696
27219,102108,J004125.29+134334.3,419,51868,284,13.726386,0.03324,10.213,8.5,0,81143,0.03324177,18.8804,17.5455,16.6603,16.1229,15.6793,0.4316,0.3175,0.2303,0.1746,0.1238
27460,102724,J004139.46+010406.3,690,52261,602,1.06842,0.04299,10.303,8.5,0,204775,0.04297406,17.2707,15.7224,15.1454,14.8738,14.6799,0.1069,0.0787,0.0571,0.0433,0.0307
2299,102476,J004217.85+002214.2,393,51794,391,0.370626,0.04367,10.499,8.7,0,60081,0.043655347,18.7679,17.1377,16.2815,15.7869,15.3639,0.0938,0.069,0.0501,0.038,0.0269
2306,100481,J004239.34+001638.6,393,51794,439,0.277407,0.04358,10.887,9.09,0,60115,0.04357241,16.9039,15.1849,14.4435,14.0509,13.7755,0.1084,0.0798,0.0579,0.0439,0.0311
2303,102478,J004332.28+011139.8,393,51794,409,1.19441,0.04306,10.029,8.5,0,60096,0.043050412,18.4637,17.0418,16.3886,16.0297,15.7576,0.1068,0.0786,0.057,0.0432,0.0306
27207,102130,J004631.55+145905.9,419,51868,117,14.984973,0.03915,10.383,8.58,0,81035,0.03914565,17.4087,16.0027,15.3384,14.961,14.6491,0.4761,0.3503,0.2541,0.1927,0.1366
2312,102482,J004649.81+004146.7,393,51794,594,0.696316,0.04335,10.72,8.92,0,60234,0.043354347,17.8403,15.9556,15.1031,14.7198,14.4143,0.1238,0.0911,0.0661,0.0501,0.0355
27197,100563,J004730.34+154149.4,419,51812,574,15.69706,0.03142,10.7,8.9,0,80918,0.031420413,17.2732,15.4116,14.5574,14.1364,13.827,0.2728,0.2007,0.1456,0.1104,0.0783
27204,100564,J004735.13+140918.4,419,51868,57,14.155133,0.03865,10.263,8.5,0,80999,0.03866505,16.8824,15.6615,15.1259,14.7884,14.5716,0.4392,0.3231,0.2344,0.1777,0.126
2319,100570,J004759.81+011209.1,394,51913,327,1.202544,0.04325,10.966,9.17,0,61555,0.043235958,17.3577,15.4685,14.6379,14.2005,13.8637,0.1369,0.1007,0.073,0.0554,0.0393
2316,102488,J004821.82+003927.5,393,51794,625,0.657663,0.04333,10.175,8.5,0,60261,0.04332484,19.1105,17.2497,16.419,16.036,15.7223,0.1293,0.0951,0.069,0.0523,0.0371
27205,102143,J004822.43+142024.5,419,51868,67,14.340147,0.04396,10.445,8.65,0,81005,0.0439818,19.1067,17.0848,16.1556,15.6876,15.3922,0.3565,0.2623,0.1903,0.1443,0.1023
2327,102494,J005043.86+010138.1,394,51913,417,1.027251,0.04213,10.654,8.85,0,61628,0.04212092,18.2188,16.2796,15.3866,14.9771,14.6699,0.1212,0.0892,0.0647,0.049,0.0348
3233,102159,J005134.04+135452.7,420,51871,254,13.914644,0.03922,10.225,8.5,0,81968,0.039220087,17.7822,16.5422,15.8764,15.4667,15.1717,0.3798,0.2795,0.2027,0.1537,0.109
3232,102160,J005142.61+143456.3,420,51871,238,14.582307,0.04041,10.201,8.5,0,81960,0.04039943,18.8825,17.3222,16.5006,16.0515,15.7031,0.2648,0.1949,0.1413,0.1072,0.076
3228,102164,J005211.99+141023.0,420,51871,215,14.173062,0.03992,10.459,8.66,0,81943,0.039918896,18.5323,16.9139,16.0453,15.5713,15.1659,0.3479,0.2559,0.1856,0.1408,0.0998
3227,102173,J005255.96+141011.5,420,51871,213,14.169883,0.03974,10.094,8.5,0,81941,0.039721623,18.8791,17.0718,16.2116,16.048,15.4505,0.3161,0.2325,0.1687,0.1279,0.0907
3258,102175,J005316.95+160556.1,420,51871,530,16.09892,0.03932,10.267,8.5,0,82148,0.039296884,19.2998,17.3721,16.4403,15.9576,15.5951,0.397,0.2921,0.2119,0.1606,0.1139
2349,100666,J005345.42+005536.8,394,51913,576,0.926911,0.04315,10.713,8.91,0,61754,0.043148346,17.9383,16.0593,15.2018,14.7831,14.4998,0.1178,0.0867,0.0629,0.0477,0.0338
2346,100623,J005352.74+005846.5,394,51913,561,0.979608,0.04202,11.196,9.4,0,61742,0.04201467,16.7286,14.8396,13.9709,13.5422,13.2785,0.1158,0.0852,0.0618,0.0469,0.0332
2347,102511,J005415.33+010439.8,394,51913,569,1.077726,0.04176,10.004,8.5,0,61748,0.041771255,17.8816,16.5749,16.0111,15.6934,15.473,0.1303,0.0959,0.0695,0.0527,0.0374
2357,102512,J005423.78+005634.2,394,51913,610,0.942852,0.04123,10.521,8.72,0,61785,0.041231927,18.8451,17.0165,16.0437,15.5768,15.1879,0.1275,0.0938,0.0681,0.0516,0.0366
3253,100627,J005450.89+151641.2,420,51871,506,15.278116,0.038,10.246,8.5,0,82128,0.0379841,17.1924,15.9577,15.3535,15.0158,14.772,0.3618,0.2662,0.1931,0.1464,0.1038
2366,102515,J005507.25+005703.9,395,51783,331,0.951105,0.0429,10.248,8.5,0,62096,0.042913444,19.0563,17.1646,16.3198,15.919,15.597,0.1435,0.1056,0.0766,0.0581,0.0412
2370,102516,J005516.13+000541.9,395,51783,353,0.094994,0.04334,10.293,8.5,0,62111,0.04333363,18.5478,16.7843,15.9944,15.6168,15.3237,0.117,0.0861,0.0624,0.0474,0.0336
27475,102725,J005528.83+003452.5,692,52201,504,0.581282,0.04208,10.305,8.51,0,205447,0.04207643,18.1766,16.7792,16.0533,15.6258,15.3234,0.1494,0.11,0.0797,0.0605,0.0429
3261,102194,J005532.61+154632.9,420,51871,573,15.77582,0.03747,10.078,8.5,0,82179,0.037455603,17.5712,16.3402,15.7441,15.3877,15.1188,0.4842,0.3563,0.2584,0.1959,0.1389
2354,102519,J005533.44+002558.3,394,51913,591,0.432864,0.04512,10.951,9.15,0,61769,0.045119856,17.8082,16.1686,15.4125,15.0444,14.7536,0.1364,0.1004,0.0728,0.0552,0.0391
