GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,MASS_P50,HIMASS_LIM,WARNING,index,mpa_z,model_u,model_g,model_r,model_i,model_z,ext_u,ext_g,ext_r,ext_i,ext_z
17840,213070,J111254.48+093050.3,1222,52763,358,9.513991,0.02907,10.189,8.5,0,404169,0.02907448,17.7918,16.1273,15.3592,14.9894,14.6836,0.127,0.0934,0.0678,0.0514,0.0364
12351,214241,J111255.32+040207.4,835,52326,259,4.035409,0.03926,10.126,8.5,0,265935,0.039279263,19.0858,17.4946,16.6558,16.2008,15.8112,0.2337,0.1719,0.1247,0.0946,0.067
463,211256,J111256.27+000955.4,278,51900,599,0.165395,0.03896,10.71,8.91,0,7020,0.038957804,17.4457,15.6187,14.8251,14.4358,14.1188,0.2186,0.1608,0.1166,0.0885,0.0627
36675,210167,J111257.35+301028.6,2092,53460,53,30.17463,0.02941,10.29,8.5,0,718895,0.029412882,18.0378,16.2353,15.36,15.0081,14.6883,0.1083,0.0797,0.0578,0.0438,0.0311
15608,213797,J111259.15+072529.1,1004,52723,596,7.424767,0.04823,10.601,8.8,0,340372,0.048209384,18.6644,16.7445,15.8645,15.4211,15.0919,0.195,0.1435,0.1041,0.0789,0.0559
47804,210168,J111301.72+284501.5,2213,53792,120,28.750423,0.02859,10.122,8.5,0,768149,0.028603502,17.3118,15.7752,15.0964,14.7979,14.5407,0.1284,0.0945,0.0685,0.052,0.0368
12372,215520,J111304.05+050546.1,835,52326,386,5.096161,0.0272,10.005,8.5,0,266030,0.02718555,18.3146,16.559,15.7551,15.3598,15.0472,0.3816,0.2808,0.2037,0.1544,0.1095
12370,214037,J111304.65+052025.7,835,52326,381,5.340484,0.04344,10.52,8.72,0,266026,0.04342967,17.4493,15.9934,15.2896,14.8983,14.6132,0.3244,0.2387,0.1731,0.1313,0.0931
432,211259,J111305.19+000010.9,278,51900,74,0.003048,0.03962,11.237,9.44,0,6589,0.03963597,16.6786,14.741,13.8636,13.4315,13.1048,0.2302,0.1694,0.1229,0.0932,0.0661
470,215020,J111306.17+000410.3,279,51984,358,0.069529,0.03995,10.824,9.02,0,7862,0.039950322,17.4438,15.5854,14.7403,14.3356,14.015,0.2301,0.1693,0.1228,0.0931,0.066
12371,211257,J111306.40+051403.0,835,52326,384,5.234172,0.04318,10.796,9,0,266028,0.043175787,17.4354,15.7097,14.8984,14.4628,14.1461,0.3265,0.2403,0.1743,0.1321,0.0937
48177,212672,J111308.07+275859.9,2214,53794,408,27.98333,0.0359,10.493,8.69,0,768873,0.03588853,17.7443,16.0248,15.2235,14.8332,14.5342,0.0976,0.0718,0.0521,0.0395,0.028
468,215021,J111310.62+000402.1,278,51900,640,0.067275,0.03955,10.47,8.67,0,7049,0.039478794,18.492,16.5422,15.6931,15.2817,14.9486,0.2309,0.1699,0.1232,0.0934,0.0663
48338,216527,J111312.65+281540.3,2215,53793,251,28.261208,0.04699,10.746,8.95,0,769236,0.046981018,17.9443,16.1004,15.2751,14.8681,14.557,0.093,0.0684,0.0496,0.0376,0.0267
48175,723161,J111315.79+274327.8,2214,53794,402,27.724407,0.03536,10.266,8.5,0,768868,0.03533689,18.6088,16.6007,15.8162,15.4407,15.1581,0.0754,0.0555,0.0403,0.0305,0.0216
48183,723162,J111317.39+272157.9,2214,53794,420,27.366085,0.03705,10.397,8.6,0,768883,0.037038513,18.05,16.3124,15.502,15.1112,14.8179,0.0949,0.0698,0.0507,0.0384,0.0272
466,215023,J111317.70+001747.9,278,51900,627,0.296642,0.04907,10.066,8.5,0,7040,0.049088996,18.9877,17.4781,16.7678,16.4089,16.0751,0.2198,0.1617,0.1173,0.0889,0.0631
15610,213684,J111318.80+082233.5,1004,52723,602,8.375994,0.04189,10.04,8.5,0,340375,0.041892946,18.1668,16.8647,16.2196,15.8819,15.6329,0.1522,0.112,0.0812,0.0616,0.0437
48387,723164,J111319.44+294839.9,2215,53793,382,29.811096,0.04518,11.016,9.22,0,769333,0.0451726,17.1997,15.3772,14.5252,14.1244,13.8089,0.0971,0.0715,0.0518,0.0393,0.0279
5671,214892,J111321.12+012035.2,510,52381,257,1.343131,0.04384,10.494,8.69,0,122750,0.043842975,18.6451,17.0141,16.1626,15.6617,15.3125,0.2121,0.1561,0.1132,0.0858,0.0609
12385,212105,J111321.22+050532.5,835,52326,436,5.092372,0.02696,10.361,8.56,0,266072,0.02695611,17.7103,15.8528,15.0042,14.5896,14.2816,0.3485,0.2564,0.186,0.141,0.1
48344,216530,J111326.63+285709.7,2215,53793,272,28.952719,0.03414,10.341,8.54,0,769250,0.034134276,17.8923,16.0589,15.2831,14.9339,14.6531,0.1343,0.0988,0.0716,0.0543,0.0385
36680,210169,J111326.77+303627.2,2092,53460,106,30.607557,0.03422,10.954,9.15,0,718941,0.03422913,16.2928,14.7655,14.0014,13.5876,13.2708,0.1123,0.0826,0.0599,0.0454,0.0322
23536,213196,J111326.87+104240.1,1604,53078,47,10.711156,0.04058,10.25,8.5,0,541542,0.040576704,19.165,17.4946,16.5961,16.1385,15.736,0.0807,0.0594,0.0431,0.0326,0.0231
48340,216531,J111327.80+282428.4,2215,53793,258,28.407888,0.03431,10.284,8.5,0,769240,0.034312773,18.5098,16.6624,15.8104,15.3959,15.0626,0.0929,0.0683,0.0496,0.0376,0.0266
17833,210171,J111328.24+102909.5,1222,52763,340,10.48598,0.02943,10.649,8.85,0,404156,0.029427601,16.542,14.9841,14.2482,13.8739,13.5804,0.0802,0.059,0.0428,0.0325,0.023
48114,723172,J111328.32+252318.3,2214,53794,204,25.388428,0.04945,10.15,8.5,0,768714,0.04946513,17.5294,16.3166,15.8346,15.5245,15.3524,0.0784,0.0577,0.0418,0.0317,0.0225
48388,216532,J111330.36+294005.9,2215,53793,383,29.668324,0.04552,10.383,8.58,0,769334,0.04552436,18.8239,17.1519,16.3183,15.8599,15.5206,0.1073,0.079,0.0573,0.0434,0.0308
48111,723174,J111331.49+260654.1,2214,53794,188,26.115042,0.0476,10.749,8.95,0,768704,0.04761478,18.1886,16.2352,15.4106,14.9988,14.6782,0.0971,0.0714,0.0518,0.0393,0.0278
47778,211036,J111331.61+275236.6,2213,53792,46,27.876842,0.03194,10.925,9.13,0,768088,0.03196299,17.1475,15.3481,14.4535,13.9769,13.5877,0.0933,0.0686,0.0498,0.0377,0.0268
15532,213892,J111332.26+063126.4,1004,52723,51,6.524012,0.04955,10.166,8.5,0,339978,0.04953733,18.8583,17.2561,16.4865,16.1414,15.8463,0.193,0.142,0.103,0.0781,0.0554
36665,216534,J111332.36+301827.6,2092,53460,2,30.307686,0.04749,10.206,8.5,0,718856,0.047503974,18.9475,17.2751,16.4777,16.0885,15.8045,0.0997,0.0734,0.0532,0.0404,0.0286
17837,211089,J111334.67+092931.4,1222,52763,354,9.492059,0.0293,10.364,8.56,0,404166,0.029304877,18.0027,16.4522,15.5947,15.1148,14.7518,0.1173,0.0863,0.0626,0.0475,0.0337
15611,213685,J111335.99+082111.2,1004,52723,620,8.353123,0.04209,10.343,8.54,0,340388,0.04207728,18.9992,17.059,16.1904,15.7721,15.4263,0.1533,0.1128,0.0818,0.062,0.044
48204,723175,J111340.53+271428.2,2214,53794,470,27.24117,0.03705,10.16,8.5,0,768922,0.037043087,17.4387,16.2267,15.6354,15.2891,15.0225,0.0997,0.0734,0.0532,0.0403,0.0286
47977,723176,J111340.74+293023.3,2213,53792,533,29.5065,0.04657,10.062,8.5,0,768484,0.046551693,19.4682,17.6936,16.8761,16.4876,16.1759,0.1074,0.079,0.0573,0.0434,0.0308
15612,211101,J111341.33+074545.9,1004,52723,623,7.762753,0.02913,10.534,8.73,0,340391,0.029095734,17.7279,15.8161,14.9338,14.5004,14.1951,0.1756,0.1292,0.0937,0.071,0.0504
48199,723177,J111342.92+272315.1,2214,53794,451,27.387527,0.03318,10.314,8.51,0,768908,0.03317868,18.146,16.3639,15.5338,15.1479,14.8266,0.0953,0.0701,0.0509,0.0386,0.0274
15534,212109,J111343.37+064114.1,1004,52723,65,6.687258,0.04695,10.702,8.9,0,339990,0.04694932,17.4653,15.8465,15.1238,14.7158,14.4511,0.1901,0.1399,0.1014,0.0769,0.0545
47777,723178,J111344.75+275202.9,2213,53792,45,27.867496,0.03108,10.237,8.5,0,768087,0.031103935,17.5374,15.9811,15.264,14.9135,14.643,0.0861,0.0633,0.0459,0.0348,0.0247
17831,213003,J111345.44+101356.0,1222,52763,323,10.232244,0.04123,10.216,8.5,0,404146,0.04123568,18.9515,17.3841,16.6497,16.0362,15.8446,0.0871,0.0641,0.0465,0.0352,0.025
47786,723179,J111347.83+281750.5,2213,53792,70,28.297375,0.04766,10.284,8.5,0,768107,0.047669686,19.0122,17.1433,16.3614,15.9695,15.6642,0.0867,0.0638,0.0463,0.0351,0.0249
15527,213893,J111350.90+065353.9,1004,52723,27,6.898332,0.03928,10.263,8.5,0,339963,0.039286707,18.139,16.7844,16.0804,15.6652,15.2842,0.2394,0.1761,0.1277,0.0969,0.0687
48116,723181,J111351.36+254931.9,2214,53794,208,25.825539,0.04868,10.748,8.95,0,768718,0.0486986,17.9375,16.3925,15.6231,15.1848,14.7715,0.0914,0.0673,0.0488,0.037,0.0262
17832,6261,J111351.89+103348.2,1222,52763,324,10.563412,0.04083,11.154,9.35,0,404147,0.040825315,16.684,14.8196,13.983,13.5648,13.2794,0.0829,0.061,0.0443,0.0336,0.0238
15528,213894,J111353.92+064054.5,1004,52723,28,6.681807,0.04696,10.062,8.5,0,339964,0.046965208,19.1128,17.6983,16.9428,16.5188,16.2078,0.1954,0.1438,0.1043,0.0791,0.0561
57550,212904,J111355.20+161131.4,2491,53855,51,16.192081,0.03156,10.382,8.58,0,832316,0.031564064,17.9207,16.278,15.4725,15.0448,14.6187,0.0861,0.0634,0.046,0.0348,0.0247
17845,213611,J111355.53+093834.1,1222,52763,396,9.642819,0.04123,10.568,8.77,0,404196,0.0412199,17.5833,15.8919,15.1393,14.7534,14.4775,0.1144,0.0842,0.061,0.0463,0.0328
48336,723183,J111356.25+282048.2,2215,53793,242,28.346745,0.04725,10.03,8.5,0,769228,0.047257293,19.9789,18.3115,17.4184,16.9509,16.598,0.09,0.0662,0.048,0.0364,0.0258
473,215030,J111358.92+003640.2,279,51984,372,0.611182,0.04361,10.446,8.65,0,7874,0.043605138,17.701,16.3804,15.6979,15.2774,14.9994,0.2162,0.1591,0.1154,0.0875,0.062
48389,216542,J111359.40+292848.8,2215,53793,386,29.480242,0.04707,10.837,9.04,0,769337,0.047058493,17.5196,15.6723,14.8741,14.5038,14.2057,0.1004,0.0739,0.0536,0.0406,0.0288
47788,211090,J111402.77+283734.5,2213,53792,73,28.626266,0.02896,10.019,8.5,0,768110,0.028980628,18.3701,16.927,16.1658,15.7298,15.3689,0.0919,0.0676,0.0491,0.0372,0.0264
12346,214248,J111404.02+040518.9,835,52326,236,4.088594,0.03999,10.116,8.5,0,265918,0.04001113,18.2363,16.7978,16.0866,15.7283,15.4346,0.2503,0.1842,0.1336,0.1013,0.0718
17824,213612,J111404.85+090924.0,1222,52763,276,9.156671,0.03419,10.11,8.5,0,404110,0.034185562,18.249,16.8527,16.1093,15.6759,15.3738,0.1634,0.1202,0.0872,0.0661,0.0469
15524,213897,J111405.20+064242.4,1004,52723,21,6.711784,0.04998,10.471,8.67,0,339957,0.04998626,18.3472,16.7911,16.0089,15.5823,15.2991,0.2049,0.1508,0.1094,0.0829,0.0588
23529,213198,J111405.49+105951.5,1604,53078,14,10.997663,0.04106,10.107,8.5,0,541515,0.041024167,17.8339,16.4545,15.8512,15.5372,15.3037,0.0818,0.0602,0.0437,0.0331,0.0235
15525,211261,J111406.38+063437.9,1004,52723,22,6.577207,0.04802,11.527,9.73,0,339958,0.047992285,17.0989,14.9222,13.9615,13.4779,13.1468,0.2046,0.1505,0.1092,0.0828,0.0587
48345,723186,J111407.48+284028.9,2215,53793,278,28.674707,0.04824,10.251,8.5,0,769253,0.04824022,19.0392,17.245,16.4233,16.0628,15.7206,0.0938,0.069,0.0501,0.038,0.0269
36669,216546,J111409.18+302030.4,2092,53460,18,30.341803,0.03457,10.349,8.55,0,718867,0.034576952,18.1508,16.3168,15.4962,15.1228,14.8456,0.0867,0.0638,0.0463,0.0351,0.0249
48208,210173,J111410.17+271420.1,2214,53794,484,27.238926,0.02687,10.251,8.5,0,768930,0.02686398,16.7905,15.3697,14.7294,14.3732,14.1401,0.1054,0.0776,0.0563,0.0427,0.0302
47965,211556,J111411.04+291515.9,2213,53792,504,29.254423,0.04659,10.498,8.7,0,768458,0.046570122,18.4804,16.6803,15.8446,15.4475,15.1466,0.1129,0.0831,0.0602,0.0457,0.0324
47765,723189,J111412.13+274243.8,2213,53792,1,27.712193,0.03776,10.416,8.62,0,768051,0.037770927,18.105,16.2836,15.4956,15.115,14.8093,0.0856,0.063,0.0457,0.0346,0.0246
44576,210174,J111415.25+340915.7,2107,53786,419,34.15438,0.02719,10.364,8.56,0,726771,0.027185956,16.5103,15.2159,14.5597,14.209,13.9587,0.1005,0.074,0.0537,0.0407,0.0288
48317,211037,J111416.03+280947.0,2215,53793,207,28.16308,0.03081,10.708,8.91,0,769202,0.030815138,17.2254,15.352,14.5239,14.112,13.8087,0.0843,0.062,0.045,0.0341,0.0242
48318,723191,J111416.98+283329.7,2215,53793,210,28.55827,0.03439,10.976,9.18,0,769204,0.03437866,16.6855,14.8954,14.0818,13.6266,13.3519,0.0862,0.0634,0.046,0.0349,0.0247
17828,213686,J111419.17+084005.0,1222,52763,297,8.668066,0.04684,10.102,8.5,0,404126,0.046834834,19.7229,18.017,17.159,16.6794,16.3062,0.1859,0.1368,0.0992,0.0752,0.0533
476,215031,J111419.24+001044.3,279,51984,394,0.178996,0.03893,10.215,8.5,0,7892,0.03891266,19.2825,17.295,16.4488,15.9941,15.6594,0.3121,0.2296,0.1666,0.1263,0.0895
12342,214251,J111420.14+040114.2,835,52326,217,4.020622,0.02922,10.426,8.63,0,265901,0.02923917,18.0348,16.2545,15.3547,14.8818,14.5091,0.258,0.1899,0.1377,0.1044,0.074
5696,214697,J111422.64+023431.7,510,52381,461,2.575494,0.02966,10.259,8.5,0,122910,0.029646587,18.2888,16.3924,15.5342,15.1321,14.8089,0.2458,0.1809,0.1312,0.0995,0.0705
12341,214253,J111426.69+040504.9,835,52326,211,4.084705,0.03824,10.585,8.79,0,265895,0.03827279,17.9241,16.1592,15.2944,14.8703,14.5206,0.2656,0.1954,0.1417,0.1075,0.0762
15526,213903,J111428.42+063914.0,1004,52723,23,6.653903,0.04715,10.619,8.82,0,339959,0.04715016,18.5693,16.6187,15.7367,15.3073,14.9885,0.2041,0.1502,0.1089,0.0826,0.0586
5700,214698,J111428.76+024215.1,510,52381,477,2.704204,0.04429,10.512,8.71,0,122924,0.04428266,18.4895,16.6192,15.736,15.3216,15.0026,0.3019,0.2221,0.1611,0.1222,0.0866
23531,213260,J111429.02+110847.8,1604,53078,19,11.146631,0.04057,10.736,8.94,0,541520,0.040561084,17.6145,15.7397,14.9139,14.5532,14.2466,0.0709,0.0521,0.0378,0.0287,0.0203
47784,723201,J111429.15+283727.7,2213,53792,61,28.624372,0.03497,10.403,8.6,0,768101,0.034993093,17.7627,15.9965,15.226,14.8561,14.5799,0.0861,0.0633,0.0459,0.0348,0.0247
47967,211558,J111429.26+291515.3,2213,53792,510,29.254267,0.04849,10.571,8.77,0,768463,0.048491467,18.916,17.1695,16.3015,15.8198,15.4057,0.1025,0.0754,0.0547,0.0415,0.0294
17830,213200,J111429.81+104606.4,1222,52763,321,10.768445,0.04656,10.625,8.83,0,404145,0.04655142,18.0679,16.304,15.4701,15.0647,14.7841,0.0759,0.0558,0.0405,0.0307,0.0218
12378,214043,J111430.78+054333.3,835,52326,405,5.725938,0.04831,10.979,9.18,0,266047,0.04830329,17.8376,15.8789,14.9763,14.5201,14.1549,0.3323,0.2445,0.1773,0.1345,0.0953
23537,210178,J111430.82+115312.4,1604,53078,71,11.88678,0.03859,10.787,8.99,0,541559,0.03859502,17.3987,15.5255,14.7189,14.3203,14.0098,0.0983,0.0723,0.0525,0.0398,0.0282
17842,213005,J111432.82+101753.6,1222,52763,374,10.29824,0.04656,10.28,8.5,0,404182,0.04662031,18.7516,17.0091,16.2548,15.8328,15.5277,0.0968,0.0712,0.0516,0.0392,0.0278
48100,723202,J111433.06+255801.5,2214,53794,163,25.967096,0.04903,10.228,8.5,0,768687,0.049039748,19.2517,17.3771,16.5409,16.1759,15.8708,0.0937,0.069,0.05,0.0379,0.0269
47998,6270,J111434.06+293242.5,2213,53792,577,29.545147,0.04683,11.067,9.27,0,768518,0.046801586,17.3657,15.4745,14.6112,14.1868,13.8568,0.0865,0.0637,0.0462,0.035,0.0248
47969,216553,J111434.37+285512.1,2213,53792,513,28.920046,0.04028,10.007,8.5,0,768466,0.040275447,17.8259,16.5295,15.9855,15.6806,15.4253,0.1028,0.0757,0.0549,0.0416,0.0295
48086,723203,J111436.06+254655.4,2214,53794,137,25.782078,0.04715,10.11,8.5,0,768667,0.04715422,19.3769,17.5583,16.7308,16.3689,16.0565,0.0885,0.0651,0.0472,0.0358,0.0254
48103,723204,J111436.24+260600.3,2214,53794,168,26.100105,0.04742,10.335,8.54,0,768692,0.047435746,18.8462,17.2519,16.4762,16.0369,15.6624,0.095,0.0699,0.0507,0.0384,0.0273
36760,216555,J111437.20+310742.6,2092,53460,590,31.128513,0.02776,10.038,8.5,0,719341,0.027768882,17.7952,16.3174,15.609,15.2477,14.9625,0.0941,0.0692,0.0502,0.0381,0.027
48210,723206,J111437.26+270143.5,2214,53794,488,27.028776,0.03395,10.586,8.79,0,768933,0.033932745,17.8397,15.9499,15.0978,14.6602,14.3644,0.0798,0.0588,0.0426,0.0323,0.0229
5664,214894,J111438.62+011641.5,510,52381,127,1.278215,0.04496,10.531,8.73,0,122648,0.04496309,18.1091,16.4628,15.6754,15.2499,14.9299,0.2098,0.1543,0.1119,0.0849,0.0602
47964,211559,J111438.87+290526.4,2213,53792,501,29.090683,0.04611,10.726,8.93,0,768457,0.046105955,18.3138,16.5198,15.6614,15.1751,14.7993,0.1136,0.0836,0.0606,0.046,0.0326
24481,213905,J111439.03+063242.7,1617,53112,288,6.545201,0.04871,10.02,8.5,0,548321,0.048684936,19.7945,17.9396,17.1114,16.7131,16.4172,0.213,0.1567,0.1137,0.0862,0.0611
48398,216557,J111440.80+293033.8,2215,53793,438,29.509413,0.04676,10.333,8.53,0,769375,0.046738364,18.4472,16.7971,16.0509,15.6781,15.3829,0.0799,0.0588,0.0426,0.0323,0.0229
12337,212116,J111440.83+040039.8,835,52326,201,4.011061,0.04063,10.624,8.82,0,265887,0.04065887,18.0471,16.1633,15.2968,14.8915,14.5512,0.252,0.1854,0.1345,0.102,0.0723
12338,214255,J111442.03+035756.5,835,52326,203,3.965708,0.0415,10.359,8.56,0,265889,0.041522283,18.7795,16.8681,16.0083,15.6017,15.2662,0.2524,0.1857,0.1347,0.1021,0.0724
12318,212117,J111443.35+040128.2,835,52326,137,4.02452,0.04165,11.211,9.41,0,265832,0.041672245,16.8588,14.9182,14.0174,13.5935,13.2459,0.2485,0.1829,0.1326,0.1006,0.0713
47966,216559,J111443.98+291311.7,2213,53792,505,29.219933,0.04592,10.463,8.66,0,768459,0.04589694,17.7406,16.2552,15.5658,15.2126,14.9181,0.091,0.0669,0.0486,0.0368,0.0261
48321,723211,J111444.36+283424.9,2215,53793,215,28.573593,0.03947,10.872,9.07,0,769207,0.039476804,17.7455,15.8087,14.898,14.452,14.0927,0.0882,0.0649,0.0471,0.0357,0.0253
48079,723213,J111444.98+254207.5,2214,53794,122,25.702099,0.04633,10.314,8.51,0,768657,0.046339363,19.0077,17.1418,16.308,15.9224,15.5998,0.0864,0.0636,0.0461,0.035,0.0248
17843,210180,J111445.62+101329.4,1222,52763,380,10.224857,0.04656,10.464,8.66,0,404186,0.04655846,17.1167,15.8652,15.3004,14.9467,14.6953,0.1042,0.0767,0.0556,0.0422,0.0299
48087,723216,J111446.14+254724.4,2214,53794,138,25.790123,0.04913,10.176,8.5,0,768668,0.04913537,18.9505,17.2448,16.4656,16.1105,15.8344,0.0881,0.0648,0.047,0.0356,0.0253
48083,723219,J111447.04+255032.9,2214,53794,134,25.842476,0.04938,10.732,8.93,0,768664,0.04939333,18.1666,16.274,15.439,15.0371,14.7357,0.089,0.0655,0.0475,0.036,0.0255
23530,219287,J111447.36+110743.6,1604,53078,16,11.128781,0.0392,10.136,8.5,0,541517,0.039192986,18.6146,17.0018,16.2182,15.8452,15.5495,0.0681,0.0501,0.0363,0.0276,0.0195
48101,723220,J111447.41+255350.0,2214,53794,165,25.89725,0.04749,10.035,8.5,0,768689,0.047499508,19.5167,17.7278,16.9046,16.5354,16.2577,0.0902,0.0664,0.0481,0.0365,0.0259
23539,213262,J111447.94+114735.0,1604,53078,79,11.79306,0.03793,10.192,8.5,0,541565,0.037926212,18.6701,16.8383,16.0405,15.6662,15.3626,0.1019,0.075,0.0544,0.0412,0.0292
37649,211535,J111452.41+352920.4,2111,53467,332,35.489017,0.02685,10.514,8.71,0,728714,0.026845211,17.3458,15.4728,14.6433,14.2563,13.9567,0.1071,0.0788,0.0572,0.0434,0.0307
5691,214472,J111452.56+032030.6,510,52381,405,3.341837,0.04953,10.1,8.5,0,122864,0.049528304,19.3785,17.7436,16.9359,16.5336,16.1805,0.2481,0.1825,0.1324,0.1004,0.0712
48102,723225,J111453.34+255624.0,2214,53794,167,25.940023,0.04943,10.419,8.62,0,768691,0.049431846,19.1776,17.2147,16.3443,15.9531,15.6135,0.0907,0.0667,0.0484,0.0367,0.026
12333,214257,J111453.48+040537.6,835,52326,191,4.093801,0.03956,10.531,8.73,0,265879,0.03958839,18.3149,16.3845,15.5089,15.0983,14.754,0.2522,0.1856,0.1346,0.1021,0.0724
48099,723227,J111454.09+255359.8,2214,53794,162,25.899961,0.04538,10.155,8.5,0,768686,0.04538976,19.2265,17.3808,16.5618,16.1856,15.8916,0.0897,0.066,0.0479,0.0363,0.0257
48110,723229,J111454.70+255528.1,2214,53794,179,25.924475,0.0391,10.992,9.19,0,768699,0.03912199,17.691,15.7692,14.8146,14.3255,13.9314,0.0902,0.0664,0.0481,0.0365,0.0259
48104,723230,J111456.56+255222.2,2214,53794,169,25.872847,0.04715,10.011,8.5,0,768693,0.04715628,19.3748,17.6765,16.8894,16.5205,16.232,0.089,0.0655,0.0475,0.036,0.0255
44583,6274,J111456.84+334932.3,2107,53786,456,33.82565,0.03691,10.528,8.73,0,726801,0.036903627,16.2783,14.8486,14.302,14.0002,13.8366,0.1239,0.0912,0.0661,0.0501,0.0356
36756,210182,J111456.92+313029.8,2092,53460,572,31.508295,0.03424,10.916,9.12,0,719329,0.03425862,16.8031,14.9574,14.1202,13.7242,13.4355,0.0972,0.0715,0.0518,0.0393,0.0279
479,215033,J111457.95+002922.8,279,51984,427,0.489683,0.04918,10.659,8.86,0,7918,0.04916326,18.438,16.6174,15.7474,15.3235,14.9777,0.2079,0.1529,0.1109,0.0841,0.0596
5692,715708,J111459.56+033513.6,510,52381,408,3.587129,0.02968,10.452,8.65,0,122866,0.029660212,18.0405,16.0808,15.2189,14.7803,14.4326,0.2258,0.1661,0.1205,0.0914,0.0648
12316,212120,J111459.64+033607.5,835,52326,130,3.602091,0.02951,10.96,9.16,0,265827,0.02951742,16.4412,14.6236,13.779,13.3472,13.0341,0.2253,0.1658,0.1202,0.0912,0.0646
47787,723233,J111500.13+282846.8,2213,53792,72,28.479692,0.03252,10.486,8.69,0,768109,0.032539092,18.0716,16.2204,15.364,14.91,14.5418,0.0913,0.0671,0.0487,0.0369,0.0262
47978,211560,J111501.72+290920.0,2213,53792,541,29.15557,0.04537,10.658,8.86,0,768490,0.045349225,17.9598,16.1346,15.3205,14.9338,14.631,0.0835,0.0615,0.0446,0.0338,0.024
12335,212121,J111502.16+040507.5,835,52326,194,4.085438,0.03941,11.15,9.35,0,265882,0.039457455,16.9488,14.9737,14.0686,13.6444,13.2928,0.2448,0.1801,0.1307,0.0991,0.0702
48107,723235,J111502.97+260522.2,2214,53794,175,26.089518,0.04817,10.63,8.83,0,768696,0.048185416,18.4759,16.5587,15.6909,15.3117,14.9704,0.0917,0.0675,0.0489,0.0371,0.0263
48066,219295,J111505.62+255323.8,2214,53794,97,25.889963,0.04588,10.144,8.5,0,768639,0.045886826,19.1434,17.4293,16.6328,16.2423,15.914,0.0888,0.0653,0.0474,0.0359,0.0255
12332,215771,J111506.44+040606.1,835,52326,186,4.101695,0.03922,10.057,8.5,0,265875,0.039249327,19.0806,17.3456,16.5289,16.1259,15.7791,0.2426,0.1785,0.1294,0.0982,0.0696
17826,213690,J111507.86+084246.1,1222,52763,292,8.712822,0.04196,10.129,8.5,0,404122,0.04194128,19.2645,17.4496,16.6256,16.1724,15.8397,0.2439,0.1795,0.1302,0.0987,0.07
36762,723241,J111508.51+310007.3,2092,53460,599,31.002035,0.02794,10.221,8.5,0,719349,0.027951494,18.189,16.3065,15.495,15.0877,14.7608,0.0939,0.0691,0.0501,0.038,0.0269
47766,723242,J111508.54+274632.0,2213,53792,14,27.775583,0.02822,10.449,8.65,0,768060,0.028235512,16.9166,15.4749,14.7698,14.364,14.0658,0.0871,0.0641,0.0465,0.0352,0.025
5701,214700,J111509.40+024156.4,510,52381,516,2.699023,0.04424,10.723,8.92,0,122954,0.044228934,18.6771,16.8843,15.9409,15.4091,14.9514,0.3537,0.2602,0.1887,0.1431,0.1015
47994,210185,J111510.13+293148.2,2213,53792,571,29.53008,0.04963,11.363,9.56,0,768513,0.049604394,16.9954,14.9233,14.0877,13.6692,13.3592,0.082,0.0603,0.0438,0.0332,0.0235
48319,723246,J111512.12+282953.2,2215,53793,213,28.498121,0.04807,10.458,8.66,0,769205,0.048067335,18.6258,16.7985,15.9762,15.5789,15.2667,0.0873,0.0643,0.0466,0.0353,0.0251
12317,214259,J111512.36+040122.3,835,52326,131,4.022861,0.03816,10.183,8.5,0,265828,0.038191915,18.6673,16.8388,16.0474,15.6599,15.3389,0.2163,0.1592,0.1154,0.0875,0.0621
47991,723251,J111514.31+293240.3,2213,53792,567,29.54454,0.04642,10.303,8.5,0,768509,0.046400197,19.1785,17.2512,16.4172,16.0133,15.6806,0.0832,0.0612,0.0444,0.0337,0.0239
47989,219293,J111517.30+293136.2,2213,53792,563,29.526724,0.04519,10.416,8.62,0,768505,0.04516979,20.0201,19.2925,17.4514,17.0732,16.8853,0.0835,0.0615,0.0446,0.0338,0.024
48064,723255,J111517.46+255027.1,2214,53794,95,25.840872,0.0492,10.198,8.5,0,768637,0.049213,19.3011,17.4718,16.6492,16.2678,15.962,0.0882,0.0649,0.0471,0.0357,0.0253
48219,210188,J111518.18+272404.9,2214,53794,540,27.401382,0.02724,10.643,8.84,0,768972,0.02723013,16.5747,14.9563,14.2105,13.7965,13.5067,0.0972,0.0716,0.0519,0.0394,0.0279
48063,723256,J111521.00+253723.1,2214,53794,92,25.623104,0.04791,10.486,8.69,0,768635,0.04791503,18.3138,16.6475,15.8174,15.4377,15.1635,0.0851,0.0626,0.0454,0.0344,0.0244
48055,723257,J111522.34+253345.9,2214,53794,82,25.562769,0.04869,10.238,8.5,0,768627,0.04869812,19.0016,17.2444,16.4183,16.0658,15.7564,0.0829,0.061,0.0443,0.0336,0.0238
48059,723258,J111522.94+253038.6,2214,53794,88,25.510746,0.04857,10.225,8.5,0,768631,0.048594616,17.7157,16.6067,16.0156,15.6805,15.4462,0.081,0.0596,0.0432,0.0328,0.0232
48096,723259,J111522.98+255623.0,2214,53794,159,25.939734,0.0486,11.225,9.43,0,768683,0.04860143,17.1713,15.1928,14.3321,13.9234,13.6003,0.089,0.0655,0.0475,0.036,0.0255
