low,high
0,0.903089987
0.2108533653,0.183888695
0.2301881022,0.1007311674
0.0068088731,0.1073646185
0.0690225948,0.0732519832
0.2098200383,0.0025293633
0.0804604752,0.1786139348
0.2235904845,0
0.0445400416,0.0596411448
0.0760284905,0.2133814737
0.275184132,0.0431705367
0.5051499783,0.2582780152
0.1249387366,0.3521825181
0.1760912591,0.2218487496
0.3010299957,0
