GASSID,AGC,PLATEID,MJD,FIBERID,RA,DEC,Z,MASS,SFR_SDSS,SFR,SSFR
109127,190713,2578,54093,9,143.0032958984,12.2618074417,0.01970097,9.088217,0.05363028,0.1620393,-9.878596
114132,243862,1807,54175,26,210.9653015137,8.7058382034,0.01983449,9.096018,0.05903915,0.09275516,-10.12868
111094,0,2508,53875,98,176.2253417969,16.6028575897,0.01165025,9.133779,0.01851101,-0.0008513473,NULL
111095,6872,1991,53446,450,178.4627990723,33.3649101257,0.01070824,9.423179,0.4727811,0.6468979,-9.612343
111096,0,282,51630,627,174.8736724854,0.1165525913,0.01966744,9.154864,0.3278764,0.2725432,-9.719429
111097,0,2511,53882,66,177.8110046387,21.0018367767,0.01125805,9.450205,0.2600459,0.4034823,-9.84438
112111,0,1975,53734,222,190.7092285156,31.8902359009,0.01474796,9.437765,0.09441698,0.2834287,-9.985321
110077,0,2366,53741,588,156.8343048096,22.2401046753,0.01970486,9.174606,0.01192093,0.3933837,-9.57979
113135,0,2109,53468,22,205.3699035645,32.1925735474,0.01557532,9.017913,0.1651354,0.1851622,-9.75036
110078,0,2480,53851,499,161.3434448242,16.3297290802,0.01932164,9.645808,0.9030672,0,NULL
111098,0,2099,53469,259,178.8527679443,33.1261062622,0.01053165,9.603262,0.2942186,0.763045,-9.720712
112112,0,2612,54480,385,186.4172668457,20.5284690857,0.01828936,9.915092,0.1131723,0.7365239,-10.04791
108142,0,2082,53358,509,124.816078186,19.3132419586,0.01897997,9.61446,0.7508965,1.320482,-9.493728
113136,8713,2028,53818,96,206.7551269531,33.8935966492,0.01654062,9.779905,0.5414148,1.355708,-9.647739
113137,8193,2009,53857,349,196.5348052979,30.2092704773,0.01615136,9.150904,0.1294971,0.1994105,-9.851155
110079,0,274,51913,509,160.4724731445,0.7931804061,0.01879655,9.577308,0.948113,1.765923,-9.330336
113138,0,2651,54507,470,198.4220275879,22.6256504059,0.01079317,9.292371,0.1042702,0.1805146,-10.03586
114133,0,1841,53491,267,217.1036529541,32.3946113586,0.01380677,9.647865,0.6057314,1.072006,-9.617668
108143,0,2265,53674,521,120.1585769653,13.6563930512,0.01581326,9.130606,0.2006273,0.2286807,-9.771377
109129,0,2433,53820,28,135.3770446777,12.6621246338,0.019322,9.229953,0.2644418,0.1659794,-10.0099
111099,0,2512,53877,328,177.9686431885,18.5464363098,0.01990632,9.826488,0.3841139,0.6430454,-10.01825
108144,0,2081,53357,520,121.5796813965,17.5947723389,0.0163688,9.528764,0.02520287,0.003114427,-12.03539
109130,0,1936,53330,25,138.9967651367,29.1518306732,0.01360815,9.207659,0.03508408,0.01392267,-11.06394
108145,0,2419,54139,227,120.5272903442,9.3773174286,0.01377166,9.15914,0.08614896,NULL,NULL
113139,0,2112,53534,18,202.027923584,31.9318351746,0.01574186,9.022448,0.1770558,0.209028,-9.702243
101037,1159,401,51788,346,24.4047183991,0.0401744209,0.01640047,9.313121,0.3780681,0.8712141,-9.372996
113140,0,2023,53851,548,200.480255127,35.359500885,0.01946824,9.587422,0.7962695,0.9782147,-9.596988
114134,9303,1841,53491,434,217.2827758789,32.9101791382,0.01428759,9.184009,0.1931213,0.3180554,-9.681506
114135,0,2758,54523,233,212.5156555176,17.5515117645,0.01857182,9.179137,0.3420819,0.4549723,-9.521152
114136,9266,2133,53917,239,216.8705749512,29.9519500732,0.01456212,9.244413,0.4980582,0.5986846,-9.467216
114137,249094,1703,53799,227,210.5005340576,10.8305988312,0.01314154,9.07146,0.257834,0.186198,-9.801485
113141,230146,1796,53884,55,197.8819732666,8.7432041168,0.0133279,9.536124,0.5667742,0.5220947,-9.818375
114138,240334,2131,53819,136,216.4142150879,25.3783473969,0.0166466,9.284009,0.7524369,0.8452536,-9.357022
113142,0,2028,53818,109,207.4984436035,34.1785202026,0.0149217,9.011168,0.3284279,0.2106086,-9.687693
112113,220320,1230,52672,490,184.5609741211,10.3539524078,0.01983334,9.26773,0.1145962,0.2580108,-9.856091
113143,0,2011,53499,8,196.3869018555,29.0116043091,0.01750079,9.609653,0.1571557,0.2976549,-10.13594
108146,0,1927,53321,268,124.9117202759,21.0647277832,0.01410467,9.048356,0.05117644,0.07579255,-10.16873
109132,0,1307,52999,436,149.7482757568,10.3788919449,0.01843598,9.020963,0.02841843,0.105276,-9.998633
112114,0,2646,54479,83,186.6923675537,21.2629451752,0.01917638,9.0488,0.1002906,0.1284444,-9.940084
114139,9002,1703,53799,521,211.2238311768,12.7216930389,0.01367236,9.124371,0.4287559,1.531525,-8.939246
114140,248948,2747,54233,216,217.2947998047,13.9809560776,0.01729729,9.05492,0.1283306,0.1051214,-10.03323
122006,0,379,51789,449,343.2439880371,1.1425925493,0.01644947,9.500008,0.1573005,0.7377442,-9.632102
109133,4978,568,52254,343,140.5258789062,3.8972666264,0.01377795,9.186657,0.1045153,0.5321784,-9.4606
113144,231122,1808,54176,426,209.4842529297,7.4335832596,0.0146488,9.167877,0.266514,0.2661754,-9.742709
109134,0,2576,54086,76,138.3070831299,11.771323204,0.01673694,9.430802,0.2822215,0.337264,-9.902832
114141,0,2121,54180,184,210.1818847656,31.8941726685,0.01463546,9.451613,1.257275,1.092615,-9.413146
107031,0,1921,53317,152,118.6123428345,16.2149238586,0.01587998,9.301825,0.07489453,0.2455455,-9.911693
112115,0,516,52017,35,181.12449646,2.4485185146,0.01999686,9.107437,0.06754296,0.1913522,-9.825603
109135,191821,1307,52999,237,149.6273193359,10.1829967499,0.01737146,9.126222,0.1424755,0.1213563,-10.04216
108147,0,1206,52670,401,123.8475189209,28.7353496552,0.0197367,9.636974,0.5814068,1.182541,-9.564158
124028,43,751,52251,236,1.509975791,14.4174642563,0.01759434,9.11027,0.1751137,0.2096722,-9.788729
114142,240384,2134,53876,213,217.041809082,26.9357872009,0.01473831,9.208879,0.2098022,0.2677963,-9.781075
114143,9238,1644,53144,155,216.2072143555,35.2849235535,0.01116691,9.08064,0.01433508,0.1593317,-9.878338
108148,4542,1930,53347,69,130.7195129395,25.0704135895,0.0172569,9.49496,0.03034031,0.4245109,-9.867071
114144,241086,2135,53827,384,217.1490325928,25.7088813782,0.01355625,9.860129,0.01173654,0.173197,-10.62159
113146,0,2110,53467,587,203.562286377,31.424987793,0.01665907,9.000795,0.3069729,0.7537801,-9.12355
112116,0,2241,54169,236,194.0254211426,27.6781082153,0.01648326,9.118738,0.7685287,0.9022528,-9.16341
113147,0,2009,53904,562,198.3387451172,30.3198928833,0.01619835,9.264454,0.04633403,0.2703045,-9.832601
110080,0,574,52355,5,154.6554718018,3.2636070251,0.01443813,9.198826,0.2877001,0.2718438,-9.764506
109136,0,1937,53388,328,138.452911377,29.1731243134,0.01392095,9.458508,0.8017521,0.8744544,-9.51677
113149,0,2104,53852,440,199.1749725342,31.367307663,0.01917786,9.191751,0.423604,0.4953173,-9.496868
109137,191279,993,52710,386,144.8722229004,6.2292518616,0.01668344,9.443598,0.275899,0.4075659,-9.8334
114145,0,2787,54552,386,216.0567626953,22.7960186005,0.0181924,9.195578,0.3352047,0.3536755,-9.646973
111100,211115,1755,53386,451,174.3780517578,15.4863443375,0.0157425,9.038978,0.4367673,0.4027996,-9.433888
112117,220201,1229,52723,606,183.1438446045,11.0750751495,0.01510369,9.087307,0.1995446,0.4153375,-9.468905
113150,8896,1808,54176,423,209.6609191895,7.2165174484,0.01462325,9.927597,0.672574,1.441406,-9.768811
113151,0,525,52295,301,196.8288269043,2.0034849644,0.01940175,9.560016,0.782997,1.001482,-9.559372
111101,6288,1222,52763,437,169.0171966553,10.1625442505,0.01971025,9.624394,0.1635084,0.3614531,-10.06634
109138,0,1946,53432,503,147.5167541504,31.7450199127,0.01660439,9.867891,0.03903103,0.2771958,-10.42511
109139,4900,1194,52703,585,139.165802002,7.2663769722,0.01875499,9.591507,0.2992334,1.666766,-9.369633
110081,202112,580,52368,475,164.5708618164,4.7922511101,0.01445069,9.518223,0.05885862,0.1919042,-10.23514
110082,202057,995,52731,14,151.1986083984,5.3685970306,0.01366159,9.055403,0.1698283,0.1975322,-9.759765
108149,0,2275,53709,104,129.1182250977,18.3608207703,0.01336376,9.277221,0.1910338,0.34511,-9.739264
108150,188994,2570,54081,289,120.6998214722,7.4316158295,0.01587113,9.001083,0.2254292,0.4255781,-9.372104
108151,180950,1756,53080,443,122.6835708618,7.4728403091,0.01509105,9.634016,0.9918365,0.7528304,-9.757318
114146,9239,1708,53503,454,216.3039550781,13.7437963486,0.01849148,9.606642,0.0202843,2.091626E-006,-15.28616
