GASSID,AGC,PLATEID,MJD,FIBERID,RA,DEC,Z,MASS,SFR_SDSS,SFR,SSFR
113001,0,2241,54169,639,196.046875,27.4904441834,0.01777024,9.926116,0.5387535,0.9482971,-9.949172
114000,726607,2134,53876,164,217.2200927734,27.8344020844,0.01551897,9.049796,0.3184565,0.2189095,-9.709532
101000,0,430,51877,313,27.2213726044,13.4239454269,0.01554217,9.407334,0.1240195,0.164912,-10.19008
110000,0,578,52339,43,161.2817993164,3.674605608,0.01890868,9.737374,0.406537,NULL,NULL
108000,0,1585,52962,55,124.4479293823,23.4765338898,0.01286902,9.486051,0.01878236,0.03566204,-10.93384
108001,0,1928,53327,255,126.8537521362,23.5672893524,0.01861922,9.495749,0.04878093,0.2366859,-10.12158
113003,8818,855,52375,539,208.5260925293,5.356356144,0.01822185,9.854682,0.8051746,1.152659,-9.792981
111001,0,2506,54179,105,175.8686523438,19.2038803101,0.01886046,9.336207,0.01225575,0.0003253458,-12.82386
113004,0,2241,54169,581,195.3067779541,27.9142723084,0.01951386,9.725677,0.01263194,0.02393266,-11.34669
108002,0,1587,52964,628,130.6887664795,28.521604538,0.01856375,9.25592,0.1849141,NULL,NULL
113005,0,854,52373,93,206.6233978271,3.8783125877,0.01782605,9.178998,0.4758062,0.3735322,-9.60667
108003,180194,826,52295,146,124.8412628174,35.0472412109,0.01756272,9.719866,0.8122694,1.026504,-9.708506
109001,0,472,51955,111,139.1757659912,0.2055801153,0.01686122,9.961572,0.4417943,0.5570877,-10.21565
107000,0,1921,53317,303,116.7572174072,16.5051708221,0.01630422,9.518705,0.4408289,0.6907972,-9.679355
111003,0,278,51900,469,167.2324066162,0.4448042214,0.01290247,9.163145,1.437772,0.8290202,-9.24458
108004,0,1927,53321,278,124.9086914062,21.285358429,0.01515976,9.682884,0.01192917,-0.03402545,NULL
101001,0,430,51877,231,27.6344871521,13.6617259979,0.01735902,9.084109,0.07119673,0.06708372,-10.25749
114005,0,2131,53819,112,217.021270752,25.8304672241,0.01516926,9.422225,0.0126174,0.07795564,-10.53038
108006,0,1185,52642,394,125.6080322266,4.1632528305,0.014917,9.295259,0.01204426,0.03369262,-10.76772
114006,0,2758,54523,221,212.3675689697,17.6621894836,0.0180566,9.576794,0.009382316,0.0201051,-11.27349
108007,180186,1927,53321,318,124.7045822144,21.2182388306,0.01485717,9.516364,0.4820145,0.5445319,-9.780341
113008,230859,1778,53883,498,209.2308959961,14.1422519684,0.01502278,9.306173,0.1248763,0.6476625,-9.494824
108008,0,1928,53327,170,127.3179626465,23.8090133667,0.01816986,9.284667,0.06315824,0.3363019,-9.757937
113009,0,525,52295,195,198.0536956787,2.120926857,0.01940095,9.952491,0.38961,0.5382996,-10.22147
110002,0,2589,54174,35,156.358215332,17.2615756989,0.01847224,9.769814,0.1483099,0.9224238,-9.804884
113010,0,2742,54233,36,208.2726287842,15.8445510864,0.0102141,9.97998,0.3810133,0.3759609,-10.40484
114007,0,2758,54523,212,212.5155029297,17.4057426453,0.01615497,9.948773,0.01630948,0.03216296,-11.44142
123000,332031,746,52238,563,352.6573791504,15.6051740646,0.01348879,9.155426,0.171775,0.3260745,-9.642109
112002,0,2240,53823,105,194.4854888916,27.3822994232,0.01738534,9.105005,0.008793059,0.0822459,-10.18989
114008,0,2131,53819,63,217.0533294678,25.8305263519,0.01318092,9.606174,0.007137399,0.03997483,-11.00439
113011,0,2756,54508,65,209.7766418457,17.9347133637,0.01756896,9.106084,0.2447316,0.1431156,-9.950397
108011,0,2570,54081,185,121.7766571045,7.8829026222,0.01545071,9.042074,0.2459349,0.1447417,-9.88148
114010,0,2134,53876,170,217.1944274902,27.2506694794,0.01473646,9.714161,1.618304,0.5826355,-9.948764
113012,0,2240,53823,611,195.0688171387,27.9675216675,0.01547031,9.799283,0.01039107,0.02448756,-11.41034
113013,0,2241,54169,583,195.2700958252,27.8917655945,0.01935512,9.336749,0.0148967,0.00451387,-11.6822
114012,248944,2747,54233,287,216.9273529053,13.9068880081,0.01743417,9.44209,0.6350386,0.5407142,-9.709123
110005,0,579,52338,210,162.6876678467,3.513510704,0.01811519,9.277843,0.2672084,NULL,NULL
111007,6967,2227,53820,319,179.6902923584,27.4524421692,0.01150397,9.960168,0.0202843,3.994394,-9.358717
113014,0,2094,53851,401,204.872253418,31.2998809815,0.01583877,9.986581,0.05554182,0.05168798,-11.27319
109005,0,1303,53050,549,143.7741851807,9.6492271423,0.01136799,9.609703,0.02352881,0.006081267,-11.82571
109006,190511,1305,52757,103,146.9255828857,9.1610546112,0.0178318,9.178282,0.3181486,0.7748681,-9.289054
110006,0,2484,54144,56,164.1585693359,20.2457389832,0.0199145,9.305924,0.2877399,0.3291723,-9.788501
110007,0,2479,54174,150,161.7056274414,18.0310821533,0.01977138,9.402105,0.03591618,-0.01291063,NULL
110008,722227,2353,53794,192,157.2167816162,26.7929706574,0.01744893,9.281501,0.2910517,0.3752282,-9.707206
113015,0,2617,54502,514,197.5012817383,19.7183456421,0.0124378,9.710998,0.1328924,0.3650846,-10.1486
112003,0,2240,53823,117,194.4765167236,27.4906387329,0.01661109,9.807007,0.1426133,0.9848539,-9.813635
112004,0,2240,53823,490,194.449432373,27.7694568634,0.01928272,9.360384,0.01635724,0.009576533,-11.37918
114015,240256,2128,53800,587,214.7557830811,24.9437160492,0.01787376,9.244305,0.0368324,0.4478669,-9.593156
112005,0,516,52017,27,181.2258453369,1.8213176727,0.01926567,9.736208,0.01326234,0.00428018,-12.10475
108016,4473,1587,52964,246,128.4860687256,26.9726619721,0.01174959,9.567883,0.2682194,0.7807574,-9.675366
113017,0,2241,54169,448,195.148223877,28.1461296082,0.01821857,9.973101,0.01114782,0.02656079,-11.54886
108017,0,1934,53357,249,134.2139434814,27.2700977325,0.01856138,9.912443,0.02083723,0.1487468,-10.74
124000,102005,753,52233,138,5.9327740669,14.306722641,0.01793722,9.406632,0.3507762,0.3754653,-9.832063
108019,0,1584,52943,512,122.550743103,22.7722911835,0.01559374,9.36662,0.04502773,0.347037,-9.826244
110009,200065,2348,53757,263,151.6717529297,28.1728363037,0.01566017,9.439657,0.2861805,0.5651876,-9.687465
110010,0,572,52289,542,150.2640380859,4.6192727089,0.01350064,9.662399,0.07988589,0.1119372,-10.61342
113018,0,2242,54153,615,197.3453369141,28.3212795258,0.01913857,9.644906,0.01021998,0.02074746,-11.32794
114016,0,2758,54523,184,212.528793335,17.6157608032,0.01885901,9.496359,0.9335124,1.220007,-9.409997
114018,0,2132,53493,251,216.249786377,23.1251239777,0.01709201,9.562931,1.131879,0.8054802,-9.656877
108021,0,1932,53350,632,133.8280792236,27.3461647034,0.01729252,9.638288,0.3492449,0.7423216,-9.767696
112009,0,2240,53823,564,194.8696899414,28.0405235291,0.01875564,9.849346,0.008987729,0.01766249,-11.60229
101004,110244,424,51893,228,20.3777694702,14.504983902,0.01403548,9.916551,0.4843286,0.9184947,-9.953474
114019,0,1644,53144,590,217.2509155273,35.9437713623,0.01496791,9.474652,0.3879985,0.3918,-9.881588
109008,0,2295,53734,524,147.0943603516,23.630399704,0.01896241,9.27627,0.3724089,0.330298,-9.757364
112010,0,2240,53823,297,192.7639465332,26.445728302,0.01999256,9.518241,0.01296284,0.01645624,-11.30191
110011,5378,572,52289,501,150.1333312988,4.4070820808,0.01385642,9.883593,0.7293233,1.617933,-9.674632
111012,0,279,51984,557,169.7316436768,0.089849554,0.01923702,9.143418,0.270963,0.1501408,-9.96692
108024,0,2083,53359,325,126.0176391602,21.0118846893,0.01549544,9.451381,0.00949205,0.02634482,-11.03069
108025,0,2281,53711,397,131.9571990967,18.9118976593,0.01409451,9.437348,0.05480246,0.1678567,-10.21241
108026,4456,1929,53349,372,128.0145874023,24.0109176636,0.01831621,9.837106,0.0202843,2.907217,-9.373629
108027,0,1923,53319,629,122.4905090332,18.6840381622,0.01645661,9.285008,0.4858141,0.7496959,-9.410123
114020,0,2758,54523,267,212.2238006592,17.6076412201,0.01780648,9.06271,0.05134168,0.09298355,-10.0943
108029,0,1265,52705,636,122.8163375854,25.1793670654,0.01371489,9.615052,0.4508272,1.415025,-9.464288
114021,244268,1708,53503,407,216.096572876,13.7984418869,0.01681845,9.37769,0.3894844,0.2964577,-9.905727
108030,0,1929,53349,178,128.1958618164,22.5765781403,0.01540031,9.404159,0.08605381,0.2511612,-10.00421
122000,320295,739,52520,494,339.8410949707,13.8822870255,0.01733448,9.097281,2.345741,0.8897114,-9.148032
114022,0,2133,53917,183,217.2987060547,30.0772438049,0.01457329,9.638612,0.2183283,0.5750802,-9.878883
112011,0,2240,53823,565,194.9061889648,28.1661376953,0.01908395,9.440511,0.01416609,-0.008787946,NULL
108033,0,2278,53711,445,130.1064453125,18.3163948059,0.01498547,9.133316,0.032719,0.1024507,-10.1228
112012,0,2241,54169,124,194.5314178467,26.3268470764,0.01902039,9.809035,0.01090335,0.01493841,-11.63473
109009,192302,1739,53050,130,137.4672546387,9.7936267853,0.01831921,9.375553,0.4545902,0.2897123,-9.913587
113021,0,2112,53534,126,201.1394500732,31.6715183258,0.01566409,9.302164,0.03976583,0.1008803,-10.29836
113022,8255,1697,53142,306,197.7355041504,11.4773731232,0.01122625,9.570151,0.0202843,0.9070613,-9.612514
109010,5095,1303,53050,519,143.5113220215,9.4792041779,0.01016935,9.748248,0.2283811,0.6411288,-9.941303
113023,0,2241,54169,614,195.5597381592,28.101606369,0.01983889,9.361712,0.01321113,0.06964666,-10.51881
112014,0,517,52024,440,181.1341247559,2.4531247616,0.01996723,9.582536,0.01110223,0.01995132,-11.28256
109011,192947,570,52266,577,146.3977203369,4.4105916023,0.01991682,9.505133,0.2838573,0.4951467,-9.810399
110013,200231,1746,53062,351,154.3029937744,13.1920537949,0.01748373,9.709618,0.4846186,0.758902,-9.829432
113024,0,2110,53467,323,200.9232330322,31.646314621,0.0166004,9.83899,0.04241506,0.3444209,-10.3019
112015,0,517,52024,198,181.1933898926,2.0052349567,0.01551385,9.220525,0.009499703,0.00474862,-11.54396
108037,0,1927,53321,174,125.35987854,21.1308517456,0.01637215,9.920472,0.01377368,0.0749041,-11.04597
114024,9294,2131,53819,64,217.2375335693,25.5534172058,0.01379962,9.626213,0.1216102,0.5443079,-9.890368
113025,0,2242,54153,421,195.6465759277,27.4394378662,0.01806066,9.4075,0.03999724,0.520549,-9.691039
112016,0,2240,53823,209,193.34034729,26.3614234924,0.01931872,9.514278,0.03138702,0.03233967,-11.00454
108038,0,1927,53321,266,124.9001998901,21.2413864136,0.0152309,9.168011,0.004842393,0.03003233,-10.69042
114025,0,2131,53819,146,216.3362426758,25.7081165314,0.0153531,9.159695,0.08574329,0.1220269,-10.07324
109013,0,2293,53730,500,142.5682678223,23.6244335175,0.01380852,9.272533,0.01208454,0.002321227,-11.90682
111013,6977,2655,54184,435,179.7727966309,24.9889640808,0.01347935,9.919288,0.2535771,0.574075,-10.16032
112017,0,2240,53823,494,194.5071411133,27.8535671234,0.01897641,9.516894,0.01084951,0.008594182,-11.58269
113028,0,2011,53499,36,195.8325195312,28.6172676086,0.01988279,9.605999,0.009887124,0.05678406,-10.85177
114030,0,2758,54523,204,212.4165496826,17.4950256348,0.01794668,9.164243,0.004041848,-0.004437259,NULL
108041,0,1924,53330,545,123.5587310791,21.4357299805,0.01585581,9.476735,0.01919818,0.01198789,-11.39799
101005,1322,430,51877,256,27.874666214,13.1316995621,0.01612927,9.936077,0.1222757,1.366125,-9.800587
109014,0,2285,53700,100,136.3264160156,18.4422035217,0.01397053,9.872765,0.02880978,0.01324977,-11.75056
101006,0,397,51794,474,17.7471370697,0.4336513877,0.01881858,9.591823,0.2863651,0.3444392,-10.05471
109015,0,1941,53386,75,143.2129821777,31.6958503723,0.01527665,9.620956,0.04800871,0.02343312,-11.25113
112021,0,1975,53734,307,189.7001342773,32.0914955139,0.01446361,9.85366,0.2459971,1.605,-9.648185
108042,0,565,52225,160,134.6270141602,2.9254822731,0.01296694,9.958364,0.03225671,0.06738358,-11.12981
113030,0,2029,53819,15,197.3406219482,30.9228458405,0.01683164,9.291368,0.3750422,0.5018494,-9.590796
109016,190643,1307,52999,424,149.7713470459,10.3611297607,0.01785557,9.753889,0.5036051,0.5158271,-10.04138
108044,0,2269,53711,72,124.2594223022,15.6295461655,0.01903999,9.037071,0.1441153,0.109425,-9.997954
112022,0,2241,54169,416,194.8685760498,28.0853919983,0.01240529,9.18862,0.006852357,0.08399373,-10.26437
109017,0,569,52264,84,144.0290985107,3.0116834641,0.01864313,9.219144,0.5162738,0.6808513,-9.386091
109018,191576,2436,54054,417,137.3439331055,15.6136636734,0.01220082,9.791553,0.01438203,0.09045896,-10.8351
113032,0,2240,53823,622,195.0433959961,27.5950183868,0.01865591,9.559094,0.03489635,0.005639556,-11.80785
108045,180192,1926,53317,203,124.7712631226,21.7914009094,0.01501069,10.08409,1.505082,2.301514,-9.722072
108046,180158,1925,53327,560,124.2398605347,20.5122737885,0.01446021,9.622298,0.08376065,0.4195776,-9.999486
112025,220756,520,52288,441,188.2073974609,3.2999091148,0.01662258,9.584748,0.05874623,0.884922,-9.637843
108047,0,1584,52943,567,122.9387588501,23.4738121033,0.01573402,9.060884,0.04884611,0.2042551,-9.750711
114033,0,2745,54231,488,213.0529937744,15.8688879013,0.0174474,9.913043,0.8520598,1.005693,-9.910578
111016,0,2492,54178,567,169.016494751,22.6206550598,0.01805354,9.01722,0.471444,0.1608175,-9.810886
109019,0,473,51929,114,140.2929229736,1.4727391005,0.01633252,9.838872,0.0341704,0.1303731,-10.72368
124001,233,753,52233,153,6.1778922081,14.8245897293,0.01760021,9.950695,0.6101689,1.686524,-9.723702
111017,0,1991,53446,553,178.9275970459,32.1888923645,0.01145083,9.252187,0.4292992,0.386492,-9.665047
107002,0,1920,53314,105,118.2136993408,17.5600242615,0.0158754,9.314674,0.2031749,0.2148721,-9.982494
114034,0,2758,54523,239,212.4639587402,17.5873146057,0.01749175,9.962783,0.01753033,-0.002791902,NULL
113033,0,2242,54153,364,195.8398132324,28.3090400696,0.01842575,9.73217,0.009775973,0.02588587,-11.31911
109020,5003,1740,53050,518,141.0606994629,11.1106023789,0.01143651,9.539716,0.02112176,0.1716607,-10.30505
112027,0,2609,54476,433,181.2294464111,19.9819793701,0.01953299,9.99473,0.09791068,0.2702785,-10.56292
110014,0,2477,54058,19,161.7724761963,22.1356296539,0.01956256,9.238649,0.3099346,0.1593325,-10.03635
109021,0,1194,52703,119,139.2416229248,6.7150859833,0.018582,9.541151,0.02951141,0.06000424,-10.76297
113034,0,2240,53823,614,195.0224761963,28.0244522095,0.01969106,9.739198,0.01770965,0.001648491,-12.52211
108049,180953,1295,52934,376,122.7698364258,6.2986035347,0.0145131,9.414597,0.3152609,NULL,NULL
113036,0,2028,53818,326,205.5916900635,35.6241264343,0.01812066,9.86802,1.23481,2.122823,-9.541106
114035,0,2758,54523,250,212.2779083252,17.4884948731,0.01643841,9.083635,0.01003275,-0.006753671,NULL
113037,8668,2642,54232,81,205.4856872559,18.1428852081,0.01825868,9.286129,0.02946999,0.6325045,-9.485065
109022,0,2285,53700,205,136.1638641357,18.2573719025,0.01212701,9.811095,0.007515365,0.008553482,-11.87895
111019,0,2503,53856,615,174.9756469727,17.8820419312,0.01035979,9.363123,0.01403492,0.03117589,-10.8693
108050,180199,1927,53321,274,124.8324508667,21.0588512421,0.01616473,9.749454,0.9243152,0.9650823,-9.764889
113039,0,2112,53534,125,200.8565673828,32.1031799316,0.01585756,9.883069,0.009233155,0.006938875,-12.04178
113040,0,2241,54169,554,195.0380859375,27.8664932251,0.017733,9.324483,1.751984,0.731541,-9.460244
113041,0,2109,53468,38,205.3890228271,32.4326286316,0.01664651,9.855599,0.07501707,0.1660301,-10.63541
123001,12601,746,52238,424,351.7925109863,15.0172271729,0.01354952,9.324673,0.07037527,NULL,NULL
124002,102145,420,51871,382,12.2653999329,15.4855327606,0.01825912,9.249303,0.3876681,0.2643546,-9.827116
101007,110240,424,51893,328,20.288898468,15.694773674,0.01711179,9.446228,0.2212076,0.7948574,-9.545938
108051,188834,2430,53815,609,134.0165863037,13.4220266342,0.01395547,9.111108,0.2671161,0.2788056,-9.665807
108052,0,2419,54139,363,120.5503005981,10.5428113937,0.01449115,9.600313,0.0304944,0.1383604,-10.4593
109027,0,1740,53050,267,140.1371459961,10.6003112793,0.01119899,9.398902,0.1729896,0.8622309,-9.463279
109028,12931,568,52254,506,141.8700408936,3.9296011925,0.01778338,10.06974,1.331773,2.950305,-9.599871
108053,0,1185,52642,386,125.5565567017,4.1976957321,0.0129151,9.459672,0.01455258,0.005886842,-11.68979
114037,0,2134,53876,187,217.1435241699,27.3363685608,0.0134916,9.417714,0.07771952,0.2066997,-10.10237
114038,0,2135,53827,392,216.8110656738,25.8886547089,0.01590144,9.833196,0.01045514,0.009890847,-11.83796
110015,0,2479,54174,120,162.0712127686,18.2357845306,0.01953271,9.431291,0.1405142,0.6267007,-9.634231
113044,0,2241,54169,537,195.306930542,28.0831184387,0.01937423,9.130574,0.007255044,0.02308625,-10.76722
113045,0,2110,53467,40,203.7703704834,31.0115776062,0.0165599,9.671501,0.8746214,0.7364935,-9.804333
108054,180574,1192,52649,396,134.9543762207,5.0608525276,0.01246847,9.925367,0.2979821,0,NULL
113048,0,2028,53818,403,206.7469787598,35.3057098389,0.01651665,9.132222,0.08613508,0.2673385,-9.70516
101008,0,430,51877,298,27.4754562378,13.1266508102,0.01703279,9.340675,0.007589273,0.02298591,-10.97921
123002,332745,746,52238,452,352.3082885742,15.4361429215,0.0171354,9.135062,0.2432372,0.1544755,-9.946202
109031,0,1740,53050,528,141.3161773682,11.5968847275,0.01184253,9.230803,0.008648084,0.005499026,-11.49052
109032,0,566,52238,553,137.1011657715,3.3675773144,0.01276623,9.556071,0.4613176,0.3336501,-10.03278
109034,0,1743,53054,10,149.6181945801,11.3025560379,0.01775011,9.217082,0.01129874,0.0492581,-10.5246
114041,9221,1840,53472,484,215.9266052246,34.0090141296,0.01285232,9.837127,1.112142,1.184618,-9.763548
113049,732476,2241,54169,6,195.7747344971,26.5311336517,0.01913118,9.923703,0.4324641,0.8622378,-9.988076
124003,100271,391,51782,502,7.4099164009,0.4103737175,0.01384861,9.218797,0.3050775,0.5423172,-9.484544
112031,220292,1613,53115,474,184.318939209,12.7952251434,0.01668982,9.284537,0.4863737,0.4821891,-9.60132
113050,0,2242,54153,570,197.0032653809,28.0812416077,0.01915804,9.458945,0.03078577,0.009241312,-11.49321
112032,0,2240,53823,555,194.7210540771,27.8134250641,0.01842033,9.746458,0.012209,0.03553363,-11.19582
114042,241969,2128,53800,31,215.4700775146,24.1073875427,0.01749683,9.521211,0.4651361,0.5477833,-9.782602
112033,0,517,52024,188,181.1915130615,1.803973794,0.0195606,9.108028,0.01355939,0.01595038,-10.90526
108056,0,891,52584,20,120.8052062988,33.1323509216,0.01759083,9.828238,0.01383821,0.2400067,-10.44801
112034,0,844,52378,564,184.8232421875,5.8758659363,0.01022011,9.183805,0.01335119,0.01373264,-11.04605
113052,0,2242,54153,405,196.0331726074,27.9649581909,0.01980436,9.930933,0.03563773,0.01638867,-11.71639
101009,0,399,51817,378,20.854927063,0.7552764416,0.01737017,9.661259,0.1620392,0.5432973,-9.926221
114045,0,1840,53472,66,216.9630432129,33.186794281,0.01244771,9.861417,0.01435655,0.03143084,-11.36406
112035,221262,2241,54169,116,194.772064209,27.6444320679,0.01812557,9.670302,1.380766,1.93757,-9.383045
112036,0,2241,54169,342,194.0064849854,28.0383644104,0.01979616,9.884796,0.02066713,0.1306445,-10.76871
114046,241140,1706,53442,479,213.6705169678,13.3781709671,0.01652779,9.38877,0.6817577,0.5902277,-9.61775
114047,0,1703,53799,97,211.2888183594,10.4248638153,0.01791866,9.071737,0.1285435,0.1245954,-9.976235
114048,0,2135,53827,426,217.2325134277,25.7376327515,0.0158792,9.974267,0.02108337,-0.003013059,NULL
114049,240286,1707,53885,444,215.34765625,11.2707929611,0.0159288,9.13074,0.3114297,0.4551829,-9.472554
108062,0,1927,53321,509,126.1864776611,21.3429603577,0.01642233,9.445452,0.06193556,0.1442274,-10.2864
112038,220848,2236,53729,197,189.4215240479,27.1295623779,0.01549253,9.162648,1.034428,0.7830777,-9.268844
113055,0,2241,54169,570,195.5428771973,28.1918277741,0.01913729,9.763918,0.01142405,0.04179664,-11.14278
111022,0,2509,54180,234,176.1523132324,19.7516059876,0.01907616,9.431578,0.01183668,0.06046658,-10.65006
111023,6898,2514,53882,444,178.8963928223,25.8894538879,0.01676973,9.833934,1.141905,1.343332,-9.70575
114052,240410,2131,53819,635,217.4008331299,26.0638656616,0.01614528,9.178965,0.2009001,0,NULL
107003,0,891,52584,249,119.3913574219,33.1214485169,0.01694322,9.339561,0.0924741,0.01542178,-11.15143
109037,0,1943,53386,378,143.616394043,32.4589653015,0.01580989,9.282548,0.3706125,0.276991,-9.840082
109038,0,2283,53729,40,135.8187713623,18.2610797882,0.01155079,9.207892,0.5848171,0.5465502,-9.470263
107004,170969,2080,53350,555,119.4479675293,16.0302410126,0.01609346,9.930573,0.4127054,0.5502848,-10.18999
111024,0,2508,53875,131,176.0964050293,16.5512695313,0.01290514,9.656888,0.01056185,0.01968131,-11.36283
123003,0,745,52258,389,350.1175537109,15.0724754334,0.01277209,9.574848,0.01951866,NULL,NULL
124004,0,390,51900,609,6.3933749199,0.8468470573,0.0178323,9.306691,0.3302251,0.9856826,-9.312954
112039,0,2240,53823,613,194.9900512695,28.0650997162,0.01948424,9.257136,0.0159746,0.003100872,-11.76565
112040,0,2228,53818,57,183.1014099121,28.8171043396,0.01297188,9.960587,0.8830394,1.368952,-9.824199
113056,0,1773,53112,559,200.0288238525,14.5432653427,0.01212358,9.603936,0.02177509,0.03302931,-11.08504
111025,0,511,52636,350,169.3310241699,2.8816709518,0.01977337,9.256945,0.3354595,NULL,NULL
114053,243842,1703,53799,473,210.8002929688,11.7198877335,0.01770938,9.426077,0.5882339,0.5704854,-9.669832
114054,244060,1706,53442,104,214.3281860352,12.5855293274,0.01646096,9.08503,0.2557644,0.1857809,-9.816029
111026,0,2506,54179,512,176.1047058105,19.8280773163,0.01479539,9.969691,0.01216803,0.008215302,-12.05507
109039,190201,2440,53818,262,139.7314453125,14.3048830032,0.01445874,9.128614,0.2601418,0.1776405,-9.879072
113057,231558,1805,53875,46,208.9300689697,5.7813663483,0.01677793,9.192585,0.5986598,0.7564529,-9.313803
108063,0,1927,53321,179,125.2792434692,21.1713352203,0.01624269,9.527455,0.02231568,-0.1069895,NULL
124005,0,389,51795,548,4.48082304,0.3352321088,0.01804763,9.371767,0.6484703,1.748446,-9.129115
108064,4399,1927,53321,554,126.5309906006,21.4567089081,0.01496816,9.562119,0.391003,0.5288218,-9.83881
113058,0,2104,53852,472,199.220916748,31.7110595703,0.01702243,9.317365,0.5342199,0.4939397,-9.623691
107005,170938,2264,53682,230,118.4348907471,13.3374252319,0.01526916,9.793026,0.6762699,0.7324966,-9.928221
111027,210936,2514,53882,622,179.3611907959,25.2330799103,0.01490993,9.370506,0.1975741,0.3953534,-9.77352
113059,0,2011,53499,75,195.6331939697,28.4393291473,0.01990046,9.663942,0.01005773,0.007772425,-11.77339
123004,0,681,52199,594,353.8078613281,0.0416282974,0.01769207,9.300623,0.1606719,0.7357495,-9.433893
124006,0,390,51900,374,4.9472131729,0.5907948613,0.01769955,9.75379,0.2555407,0.8030508,-9.849047
110017,0,2356,53786,326,158.913772583,28.5658073425,0.01471513,9.850099,1.175331,1.429868,-9.694803
112044,220718,845,52381,228,187.7770690918,4.588259697,0.01378305,9.382502,0.3993743,0.3583198,-9.828231
114056,245731,2135,53827,305,216.5824890137,25.4008255005,0.01662441,9.19523,0.5948536,0.4304811,-9.561276
107006,0,1920,53314,13,118.861366272,17.0602855682,0.01670651,9.530873,0.3509539,0.6184856,-9.739544
101010,0,429,51820,5,27.5652942658,13.1407928467,0.0160721,9.169858,0.05102582,0.09161402,-10.2079
101011,0,430,51877,265,27.3896713257,13.2333469391,0.01666071,9.947515,0.01591439,0.01865112,-11.67681
110018,0,2477,54058,95,160.8945465088,22.1508331299,0.0195895,9.771019,0.06132677,0.275468,-10.33095
110019,0,2353,53794,136,157.256652832,26.153503418,0.01725758,9.015772,0.05049403,0.1927847,-9.7307
113060,0,2241,54169,558,195.0773773193,27.8155403137,0.01788985,9.425605,0.01088304,0.00452883,-11.76962
109042,0,469,51913,112,135.477935791,1.1719655991,0.01935744,9.164984,0.310692,0.3007398,-9.686792
108066,0,2281,53711,329,132.0757598877,19.133562088,0.01485319,9.121749,0.01424098,0.1047754,-10.10149
109045,0,1740,53050,514,141.3142700195,10.8867273331,0.01197352,9.861918,0.1546679,0.3228687,-10.35289
124007,102002,753,52233,178,5.8119363785,14.8095397949,0.01768067,9.31554,0.5494651,0.3021679,-9.835292
109046,0,1946,53432,52,147.7591400146,30.5844154358,0.01481503,9.28461,0.6691602,0.2540015,-9.879773
114059,0,2774,54534,481,217.4570770264,19.6507549286,0.01863411,9.689896,0.09597322,0.1055588,-10.6664
112046,0,2011,53499,191,194.9172058105,28.6308116913,0.01783614,9.142054,0.8130928,0.6102548,-9.356543
108067,0,1926,53317,98,125.3157806396,21.447845459,0.01653046,9.427569,0.0200212,-0.01826887,NULL
109047,0,568,52254,291,140.6422729492,3.0836954117,0.01210173,9.021213,0.1763722,0.2099124,-9.699175
110020,0,1952,53378,321,150.9597930908,33.4011955261,0.0173359,9.34162,0.5622897,0.465748,-9.67347
110021,0,2366,53741,226,155.6084594727,21.5420398712,0.01361669,9.584435,0.01107746,0.002121283,-12.25784
109048,0,1594,52992,128,144.8693237305,33.8489646912,0.0193798,9.891697,1.504562,0.8399104,-9.967464
110022,200585,1749,53357,141,162.0584869385,13.2170209885,0.01827755,9.718535,0.754102,1.21911,-9.632492
114060,0,1838,53467,591,211.0183563232,35.0649528503,0.01303608,9.130696,0.01851783,-0.01839697,NULL
112047,0,1768,53442,127,187.8332061768,14.1955051422,0.01990338,9.34424,0.09162416,0.03423912,-10.80972
114061,240051,1703,53799,491,211.1581268311,11.6457509995,0.01539322,9.464869,1.015103,1.264744,-9.362866
108068,0,2083,53359,431,126.3290176392,20.3981227875,0.01523857,9.012608,0.03901936,0.1179493,-9.940912
107007,0,754,52232,36,114.6102371216,28.9630641937,0.01578745,9.826593,0.08219776,0.5685368,-10.07183
111031,0,513,51989,372,173.5162658691,2.9734404087,0.01982306,9.74481,0.02435006,0.03246862,-11.23335
113062,231772,2244,53795,276,200.3954925537,26.3046665192,0.01651741,9.907713,0.649636,0.6671938,-10.08346
112048,0,2237,53828,313,188.849899292,29.4920864105,0.01524291,9.648483,0.5876113,0.7960395,-9.747549
113064,8392,2104,53852,555,200.3043670654,31.2218399048,0.0168937,9.459899,0.0202843,1.184336,-9.386424
112049,0,516,52017,165,180.3454284668,1.9257389307,0.01842017,9.410812,0.1507371,0.4105584,-9.797438
108069,0,891,52584,533,120.8850784302,34.9655952454,0.01767236,9.07079,0.1069424,0.3612154,-9.513024
109050,190634,1744,53055,329,149.6509552002,13.2552757263,0.011662,9.262562,0.5432755,0.4090599,-9.650775
108071,0,1927,53321,9,126.6171035767,20.7219352722,0.01595131,9.676024,0.02405858,-0.009043172,NULL
114065,0,2135,53827,383,216.8476409912,25.8778514862,0.0132601,9.10666,0.02796727,0.1492951,-9.932614
112050,0,1987,53765,461,192.1709289551,34.4776077271,0.01417761,9.416057,1.445107,0.7023925,-9.569477
108072,180202,1927,53321,390,124.8837966919,21.3943042755,0.01364638,9.980089,0.195308,0.8608152,-10.04518
112051,0,521,52326,258,189.5922546387,1.6791758537,0.01632787,9.706269,0.01329597,0.02015103,-11.40197
