7.520000000000000000e+02,5.225100000000000000e+04,3.500000000000000000e+02,1.008800029754638672e+01,-1.361199021339416504e-01,0.000000000000000000e+00,8.659201622009277344e+00,8.659201622009277344e+00,1.010281276702880859e+01,-1.361199021339416504e-01
7.530000000000000000e+02,5.223300000000000000e+04,3.220000000000000000e+02,1.084300041198730469e+01,-1.427729964256286621e+00,0.000000000000000000e+00,8.688819885253906250e+00,8.688819885253906250e+00,1.085141944885253906e+01,-1.427729964256286621e+00
7.530000000000000000e+02,5.223300000000000000e+04,1.180000000000000000e+02,1.048200035095214844e+01,-1.464969992637634277e+00,0.000000000000000000e+00,8.685035705566406250e+00,8.685035705566406250e+00,1.049375820159912109e+01,-1.464969992637634277e+00
7.530000000000000000e+02,5.223300000000000000e+04,4.700000000000000000e+01,1.069299983978271484e+01,-1.338369965553283691e+00,0.000000000000000000e+00,8.718032836914062500e+00,8.718032836914062500e+00,1.070133590698242188e+01,-1.338369965553283691e+00
4.180000000000000000e+02,5.188400000000000000e+04,1.500000000000000000e+02,1.037199974060058594e+01,-9.636899232864379883e-01,0.000000000000000000e+00,8.658740043640136719e+00,8.658740043640136719e+00,1.038561248779296875e+01,-9.636899232864379883e-01
4.190000000000000000e+02,5.187900000000000000e+04,3.080000000000000000e+02,1.004599952697753906e+01,-4.152899086475372314e-01,9.068565368652343750e+00,0.000000000000000000e+00,9.068565368652343750e+00,1.005642127990722656e+01,-4.152899086475372314e-01
4.200000000000000000e+02,5.187100000000000000e+04,5.730000000000000000e+02,1.007800006866455078e+01,2.195200920104980469e-01,9.124153137207031250e+00,0.000000000000000000e+00,9.124153137207031250e+00,1.010088253021240234e+01,2.195200920104980469e-01
4.210000000000000000e+02,5.182100000000000000e+04,5.110000000000000000e+02,1.053299999237060547e+01,-1.173659920692443848e+00,0.000000000000000000e+00,8.714175224304199219e+00,8.714175224304199219e+00,1.054442310333251953e+01,-1.173659920692443848e+00
4.220000000000000000e+02,5.181100000000000000e+04,4.990000000000000000e+02,1.035000038146972656e+01,-9.099498987197875977e-01,0.000000000000000000e+00,8.626652717590332031e+00,8.626652717590332031e+00,1.036382579803466797e+01,-8.522699475288391113e-01
4.220000000000000000e+02,5.181100000000000000e+04,5.920000000000000000e+02,1.018799972534179688e+01,-8.938398957252502441e-01,8.731156349182128906e+00,0.000000000000000000e+00,8.731156349182128906e+00,1.020140933990478516e+01,-8.938398957252502441e-01
4.230000000000000000e+02,5.182100000000000000e+04,4.560000000000000000e+02,1.032999992370605469e+01,-1.058679938316345215e+00,0.000000000000000000e+00,8.529293060302734375e+00,8.529293060302734375e+00,1.034159374237060547e+01,-1.058679938316345215e+00
4.230000000000000000e+02,5.182100000000000000e+04,8.300000000000000000e+01,1.080500030517578125e+01,-8.762990683317184448e-02,9.406661987304687500e+00,0.000000000000000000e+00,9.406661987304687500e+00,1.081897640228271484e+01,-8.762990683317184448e-02
