GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,z,MASS_P50,HIMASS_LIM
2552,410977,J011442.26+000757.9,398,51789,395,18.67612,0.132764,0.04108,10.12,8.5
2550,410548,J011443.55+000523.0,398,51789,392,18.6815,0.089726,0.04465,10.205,8.5
2554,110879,J011443.87+001709.5,398,51789,397,18.68279,0.285997,0.04517,10.574,8.77
2500,111388,J011446.94+003128.8,397,51794,585,18.69559,0.524689,0.04543,10.927,9.13
2557,410767,J011448.72+001347.8,398,51789,400,18.70303,0.22997,0.04619,10.595,8.8
2518,113465,J011449.91+004328.3,398,51789,323,18.70797,0.724535,0.04543,10.236,8.5
2546,111384,J011451.20+003303.2,398,51789,386,18.71335,0.550899,0.0479,10.223,8.5
3643,110974,J011453.92+154128.4,423,51821,446,18.72469,15.691226,0.04394,10.543,8.74
2549,111386,J011454.21+003026.6,398,51789,390,18.72592,0.507402,0.04377,10.733,8.93
2543,111238,J011454.26+001811.7,398,51789,383,18.72609,0.303271,0.0443,11.102,9.3
2499,111380,J011456.11+002329.4,397,51794,584,18.73381,0.391519,0.04428,10.246,8.5
2556,410098,J011456.26+000750.5,398,51789,399,18.73443,0.130701,0.0415,10.866,9.07
27536,113877,J011456.39+002622.5,695,52202,480,18.735,0.439607,0.04499,10.034,8.5
2548,797,J011457.59+002550.8,398,51789,389,18.73999,0.430804,0.04485,11.799,10
27533,410762,J011459.61+001533.1,695,52202,476,18.7484,0.259197,0.04838,10.907,9.11
2573,729586,J011500.27+000151.3,398,51789,439,18.75116,0.030944,0.04973,10.608,8.81
3645,111745,J011501.75+152448.6,423,51821,456,18.7573,15.413501,0.03074,10.33,8.53
2574,410761,J011502.30+001546.5,398,51789,440,18.7596,0.26293,0.04784,10.46,8.66
27535,111235,J011502.35+001826.7,695,52202,479,18.75981,0.30744,0.04621,10.289,8.5
2568,110164,J011503.64+002418.7,398,51789,430,18.76518,0.405213,0.0447,10.849,9.05
2570,111237,J011505.49+001919.9,398,51789,435,18.77289,0.322207,0.04185,10.644,8.84
27539,113878,J011506.00+002455.3,695,52202,485,18.77506,0.415348,0.0452,10.053,8.5
2563,111390,J011507.34+002756.8,398,51789,425,18.78058,0.465798,0.04243,10.816,9.02
2507,410759,J011508.22+001337.5,397,51794,598,18.78429,0.227102,0.04375,10.391,8.59
2564,111234,J011508.41+001813.0,398,51789,426,18.78504,0.303632,0.04645,10.491,8.69
2565,111381,J011508.73+003433.6,398,51789,427,18.78638,0.57601,0.04541,10.951,9.15
2503,111232,J011508.79+001556.9,397,51794,594,18.78665,0.26581,0.04288,10.491,8.69
27541,110166,J011508.80+001749.1,695,52202,487,18.78673,0.296957,0.0458,10.101,8.5
2517,113471,J011509.51+004053.1,398,51789,322,18.78966,0.681425,0.04301,10.004,8.5
27543,110882,J011512.88+002032.3,695,52202,492,18.8037,0.342305,0.04508,10.675,8.88
2522,113474,J011513.45+004307.3,398,51789,333,18.80607,0.718722,0.04432,10.2,8.5
2562,111233,J011513.92+001721.5,398,51789,421,18.80802,0.289314,0.04597,10.067,8.5
2567,111379,J011514.35+002019.5,398,51789,429,18.8098,0.338774,0.04676,10.262,8.5
2569,410760,J011515.78+001248.5,398,51789,431,18.81578,0.213486,0.04511,11.181,9.38
27542,410551,J011516.35+001407.4,695,52202,491,18.81815,0.235393,0.04341,10.011,8.5
2566,113881,J011516.42+001119.4,398,51789,428,18.81845,0.188731,0.045,10.566,8.77
27544,113880,J011516.77+001108.3,695,52202,494,18.81989,0.185665,0.04497,10.881,9.08
27546,410766,J011517.56+000954.9,695,52202,499,18.82319,0.165275,0.04508,10.442,8.64
2584,410764,J011520.86+001533.5,398,51789,464,18.83693,0.259317,0.04335,10.85,9.05
2588,410765,J011524.36+001508.6,398,51789,469,18.85153,0.252397,0.04835,10.302,8.5
2498,111236,J011524.86+001654.5,397,51794,583,18.85361,0.281823,0.04671,10.667,8.87
2582,410769,J011525.48+000417.9,398,51789,462,18.85619,0.071665,0.04239,10.323,8.52
27545,410972,J011526.46+001251.3,695,52202,495,18.86029,0.214283,0.04649,10.112,8.5
2581,111389,J011528.84+003053.4,398,51789,461,18.8702,0.514851,0.04396,10.053,8.5
21443,410975,J011530.46+001322.0,1499,53001,543,18.87693,0.222796,0.04507,10.572,8.77
2591,729592,J011530.89+001846.4,398,51789,472,18.87875,0.312913,0.04859,10.194,8.5
27537,111240,J011531.18+001757.2,695,52202,483,18.87991,0.299241,0.04671,11.01,9.21
2596,111239,J011532.01+001723.3,398,51789,478,18.8834,0.289807,0.04665,10.542,8.74
2594,113476,J011532.12+000225.8,398,51789,476,18.88386,0.040525,0.04562,10.321,8.52
2593,113478,J011537.20+000158.2,398,51789,475,18.90504,0.032837,0.0443,10.037,8.5
27552,113882,J011539.20+000611.0,695,52202,508,18.91334,0.103055,0.04421,10.329,8.53
2589,113481,J011539.70+001114.8,398,51789,470,18.91544,0.187457,0.04556,10.027,8.5
2508,110170,J011540.62+011152.9,397,51794,605,18.91927,1.198031,0.04414,10.909,9.11
2592,110885,J011544.71+001956.7,398,51789,473,18.93631,0.33243,0.04473,10.17,8.5
27553,410553,J011544.85+001400.0,695,52202,514,18.93687,0.233337,0.0445,10.605,8.81
16125,410554,J011545.22+001444.6,1080,52614,394,18.93844,0.24573,0.04311,10.167,8.5
3537,112819,J011546.89+143206.4,423,51821,175,18.94538,14.535136,0.0451,10.767,8.97
2600,410555,J011547.95+001427.8,398,51789,486,18.9498,0.241067,0.04523,10.371,8.57
2603,410770,J011551.34+000848.9,398,51789,491,18.96393,0.146921,0.03936,10.592,8.79
2511,113486,J011553.09+005736.7,397,51794,618,18.97124,0.960204,0.04413,10.159,8.5
3532,112820,J011558.87+141314.6,423,51821,165,18.99531,14.220736,0.04646,10.437,8.64
2606,729595,J011604.20+000105.8,398,51789,499,19.01753,0.018303,0.0457,10.249,8.5
3511,112824,J011627.97+135405.6,423,51821,91,19.11657,13.901568,0.04675,10.549,8.75
2539,113507,J011635.65+004531.8,398,51789,371,19.14856,0.758837,0.04473,10.218,8.5
2609,113511,J011648.06+003227.2,398,51789,504,19.20026,0.540913,0.04478,10.41,8.61
2612,729598,J011656.54+000817.3,398,51789,512,19.23561,0.138155,0.04756,10.507,8.71
2510,113516,J011708.94+010616.7,397,51794,610,19.28729,1.104652,0.04431,10.929,9.13
3509,112840,J011711.65+132027.3,423,51821,83,19.29855,13.340943,0.04837,10.805,9.01
3524,112841,J011716.09+143720.5,423,51821,143,19.31707,14.622376,0.03804,10.73,8.93
2615,113519,J011722.14+001759.9,398,51789,517,19.34226,0.299996,0.04051,10.099,8.5
2623,113521,J011725.98+002210.8,398,51789,547,19.35829,0.369673,0.04057,10.155,8.5
3519,827,J011728.11+144215.9,423,51821,115,19.36713,14.704428,0.04274,10.745,8.95
3505,112848,J011746.76+131924.5,423,51821,56,19.44485,13.323483,0.04791,10.211,8.5
2625,113526,J011759.31+001430.1,398,51789,552,19.49714,0.241708,0.04154,10.215,8.5
2512,110887,J011801.96+001852.1,397,51794,621,19.50819,0.314479,0.04168,10.135,8.5
3666,112855,J011803.07+153224.4,423,51821,561,19.51281,15.540133,0.03821,10.248,8.5
3667,112858,J011821.68+152434.0,423,51821,569,19.59035,15.409453,0.03766,10.848,9.05
3504,112859,J011823.44+133728.4,423,51821,46,19.59767,13.62457,0.03801,10.159,8.5
2624,110888,J011827.26+001707.6,398,51789,550,19.61362,0.285445,0.04181,10.765,8.97
2575,113528,J011831.18+010950.3,398,51789,442,19.62992,1.16398,0.0446,10.391,8.59
27557,113529,J011832.92+010930.7,695,52202,575,19.63723,1.158548,0.04426,11.007,9.21
2578,113531,J011835.40+010959.5,398,51789,450,19.64753,1.166533,0.0439,10.478,8.68
2621,113535,J011855.28+001952.1,398,51789,543,19.73035,0.331159,0.04197,10.072,8.5
3508,112868,J011900.04+143643.1,423,51821,72,19.75019,14.611988,0.03646,10.373,8.57
2576,729599,J011906.28+005755.8,398,51789,447,19.77618,0.965502,0.0453,10.832,9.03
3734,112871,J011907.98+143555.6,424,51893,263,19.78327,14.598786,0.0377,10.145,8.5
2580,113537,J011914.62+010104.2,398,51789,458,19.81095,1.017835,0.04368,10.233,8.5
2620,113541,J011930.16+010228.7,398,51789,536,19.87568,1.041316,0.04494,10.334,8.53
2635,110206,J011935.11+002801.6,398,51789,587,19.8963,0.467128,0.04531,10.543,8.74
2619,113546,J011949.99+004221.5,398,51789,535,19.95833,0.705976,0.04555,10.149,8.5
3737,110216,J012002.63+142142.3,424,51893,279,20.01096,14.36175,0.0312,10.616,8.82
3736,865,J012012.10+143340.6,424,51893,272,20.05043,14.561284,0.03783,11.362,9.56
2656,729604,J012129.32+003728.6,399,51817,350,20.37218,0.624631,0.04374,10.051,8.5
3773,112923,J012153.31+145344.6,424,51893,478,20.47215,14.895729,0.0362,10.563,8.76
3757,112933,J012227.97+153238.4,424,51893,405,20.61655,15.544024,0.03761,10.524,8.72
2646,410145,J012249.20+000240.6,399,51817,232,20.70501,0.044622,0.04349,10.954,9.15
27561,113883,J012249.50+000155.2,696,52209,176,20.7063,0.032034,0.04454,10.116,8.5
2665,113568,J012257.54+002136.9,399,51817,430,20.73978,0.360261,0.0472,10.052,8.5
2667,113570,J012306.14+002052.2,399,51817,433,20.77562,0.347849,0.04671,10.498,8.7
3777,113794,J012316.81+143932.4,424,51893,520,20.82008,14.659013,0.03959,10.262,8.5
3759,933,J012323.59+151252.7,424,51893,419,20.84831,15.214665,0.03405,11.02,9.22
2673,113792,J012340.12+004056.5,399,51817,478,20.91719,0.682363,0.03336,10.452,8.65
27579,113578,J012409.86+001912.5,696,52209,510,21.04113,0.320109,0.04705,10.77,8.97
2663,110309,J012428.68+010819.2,399,51817,414,21.11951,1.138683,0.03067,10.229,8.5
2664,110316,J012448.92+005436.1,399,51817,420,21.20384,0.910028,0.03306,10.777,8.98
2674,410170,J012455.22+001241.6,399,51817,487,21.2301,0.211566,0.02853,10.482,8.68
2675,976,J012502.93+002639.6,399,51817,489,21.26224,0.444358,0.02868,10.703,8.9
27260,985,J012523.68+143111.9,425,51884,355,21.34867,14.519985,0.03694,11.272,9.47
3780,112971,J012623.79+153615.6,424,51893,561,21.59915,15.604359,0.04429,10.42,8.62
2645,113594,J012645.39+000412.8,399,51817,111,21.68916,0.070228,0.04838,10.071,8.5
27259,112982,J012801.40+131914.0,425,51884,300,22.00579,13.320587,0.04383,10.255,8.5
27262,112984,J012807.34+150756.2,425,51884,370,22.03062,15.132297,0.04775,10.262,8.5
27265,729607,J012832.99+152605.3,425,51884,401,22.13747,15.434816,0.04635,10.227,8.5
3790,110349,J012839.87+144553.8,424,51893,634,22.16615,14.764953,0.04514,10.863,9.06
27267,729608,J012840.32+144605.8,425,51884,424,22.16805,14.768318,0.04583,10.524,8.72
3792,112989,J012842.03+143633.2,424,51893,637,22.17516,14.609239,0.03636,10.807,9.01
27270,729609,J012843.42+144528.9,425,51884,435,22.18098,14.758052,0.04601,10.273,8.5
3791,112990,J012853.77+144314.5,424,51893,636,22.22408,14.720714,0.03665,10.844,9.04
27274,112996,J012934.32+143255.6,425,51884,477,22.39301,14.548803,0.04589,10.614,8.81
3793,112998,J012941.05+144333.8,424,51893,638,22.42105,14.726078,0.04575,10.586,8.79
27251,113004,J013000.57+134046.5,425,51884,219,22.50238,13.679606,0.04396,10.395,8.6
27250,113005,J013006.16+131702.1,425,51884,207,22.52574,13.283908,0.03796,10.236,8.5
27242,113012,J013058.74+134816.2,425,51884,179,22.74478,13.804533,0.04596,10.788,8.99
27282,113021,J013136.81+142805.1,425,51884,514,22.90339,14.468126,0.036,10.273,8.5
27237,113023,J013142.28+133455.7,425,51884,138,22.92618,13.582151,0.0442,10.553,8.75
2695,110403,J013148.10+003945.8,400,51820,472,22.95042,0.662745,0.04314,10.285,8.5
27238,113026,J013154.60+135315.7,425,51884,146,22.97751,13.887721,0.04548,10.404,8.6
27284,113028,J013204.58+153001.2,425,51884,522,23.01915,15.500368,0.04397,10.949,9.15
2690,113793,J013225.46+005836.0,400,51820,405,23.10612,0.976674,0.02655,10.203,8.5
27232,113035,J013345.34+134601.8,425,51884,110,23.43889,13.767164,0.04413,10.259,8.5
3838,113039,J013411.10+142540.4,426,51882,357,23.5463,14.427909,0.04386,10.042,8.5
27229,113041,J013436.46+131953.9,425,51884,3,23.65188,13.331645,0.04634,10.178,8.5
27293,110437,J013600.18+143355.5,425,51884,640,24.00072,14.565471,0.03409,10.829,9.03
3845,113050,J013619.35+143924.8,426,51882,422,24.08065,14.656893,0.03367,10.515,8.72
3827,113053,J013649.49+130632.6,426,51882,201,24.20624,13.109078,0.04522,10.241,8.5
3855,1156,J013720.98+142746.4,426,51882,462,24.33744,14.46291,0.03531,10.15,8.5
2701,729614,J013725.40+005838.4,400,51820,563,24.35585,0.977341,0.04316,10.858,9.06
2700,111465,J013727.81+004743.5,400,51820,561,24.36592,0.795422,0.04368,10.214,8.5
2715,113618,J013741.39+010132.6,400,51820,618,24.42246,1.025726,0.04422,10.35,8.55
3843,113795,J013752.02+145318.0,426,51882,415,24.46677,14.888359,0.0385,10.394,8.59
2707,113619,J013752.68+010234.8,400,51820,603,24.46952,1.043004,0.04379,10.977,9.18
2710,1163,J013755.70+010005.0,400,51820,608,24.48211,1.00139,0.0431,11.25,9.45
2712,113622,J013801.46+005512.9,400,51820,611,24.50611,0.920271,0.04533,10.047,8.5
2709,113624,J013803.27+010635.3,400,51820,607,24.51363,1.109822,0.04337,10.044,8.5
2732,113625,J013808.46+003814.6,401,51788,350,24.53528,0.637413,0.04252,10.095,8.5
2726,110458,J013838.47+004429.5,401,51788,340,24.66032,0.741532,0.0427,10.96,9.16
3851,110459,J013851.94+150258.8,426,51882,453,24.71644,15.049685,0.02775,10.587,8.79
3854,110460,J013854.76+150117.7,426,51882,458,24.72818,15.021589,0.02791,10.908,9.11
3859,113065,J013901.89+145808.5,426,51882,532,24.7579,14.969048,0.02849,10.176,8.5
2719,113641,J013919.91+010218.3,401,51788,326,24.83299,1.038418,0.04278,10.66,8.86
3857,113071,J013931.63+144306.9,426,51882,506,24.88181,14.718602,0.04861,10.163,8.5
2718,113643,J013932.67+010316.2,401,51788,324,24.88613,1.054527,0.04352,10.125,8.5
3821,113078,J014042.68+133304.6,426,51882,143,25.17783,13.551304,0.04473,10.868,9.07
2744,111866,J014121.93+002215.7,401,51788,464,25.34139,0.371039,0.03037,10.506,8.71
2745,113649,J014132.63+002756.8,401,51788,468,25.38599,0.465785,0.04219,10.532,8.73
3819,729616,J014143.18+134032.8,426,51882,103,25.42995,13.675794,0.04531,10.671,8.87
16087,113874,J014301.54+004623.1,1077,52644,451,25.75643,0.7731,0.04241,10.491,8.69
3817,113089,J014325.96+135116.8,426,51882,80,25.85817,13.854675,0.045,10.068,8.5
4094,111631,J014326.66+131913.0,429,51820,274,25.86112,13.320281,0.02755,10.552,8.75
2754,113660,J014337.43+001106.9,401,51788,520,25.90599,0.185266,0.04318,10.353,8.55
3871,113091,J014414.00+144120.9,426,51882,625,26.05834,14.689145,0.04399,10.097,8.5
4098,113093,J014426.21+130935.6,429,51820,292,26.10922,13.159891,0.04499,10.456,8.66
4110,113096,J014513.83+142534.5,429,51820,381,26.30763,14.426254,0.04296,10.021,8.5
4112,113098,J014533.74+140133.4,429,51820,432,26.39059,14.025961,0.04439,10.501,8.7
4111,113100,J014601.79+141421.0,429,51820,422,26.50747,14.239189,0.04407,10.887,9.09
4119,113102,J014629.79+135709.6,429,51820,478,26.62416,13.952667,0.04439,11.194,9.39
4089,113106,J014651.29+134514.9,429,51820,176,26.71374,13.754147,0.04392,10.082,8.5
4117,113107,J014658.86+140841.7,429,51820,471,26.74528,14.144931,0.0439,10.25,8.5
4084,111647,J014844.24+134158.0,429,51820,111,27.18433,13.699445,0.04447,10.47,8.67
4195,113120,J014906.09+142550.6,430,51877,344,27.27541,14.430746,0.04451,10.618,8.82
4074,1274,J014911.62+125111.6,429,51820,55,27.29843,12.853245,0.02622,11.168,9.37
4069,1278,J014921.15+124254.1,429,51820,42,27.33816,12.715041,0.03347,10.425,8.63
4065,113134,J014941.82+124458.2,429,51820,20,27.42425,12.749502,0.04896,10.166,8.5
4179,113135,J014943.01+135014.3,430,51877,279,27.42924,13.837324,0.04414,10.328,8.53
4174,113137,J014948.39+135045.3,430,51877,261,27.45167,13.845928,0.0439,10.696,8.9
4125,113141,J014953.76+142140.8,429,51820,587,27.47404,14.361337,0.04434,10.426,8.63
4175,113147,J015011.88+134802.1,430,51877,263,27.54953,13.800602,0.04412,10.238,8.5
4203,113149,J015027.35+141140.0,430,51877,433,27.61396,14.194466,0.03406,10.181,8.5
4194,113150,J015029.07+144227.4,430,51877,339,27.62115,14.70762,0.04455,10.613,8.81
4165,113154,J015046.48+134127.5,430,51877,223,27.69369,13.690995,0.04413,10.833,9.03
4171,113164,J015152.85+123606.6,430,51877,248,27.97024,12.601857,0.04461,10.341,8.54
4163,113168,J015244.40+131133.3,430,51877,220,28.18504,13.192586,0.02619,10.22,8.5
2789,113700,J015256.81+010405.6,402,51793,531,28.23672,1.068242,0.04925,10.29,8.5
2805,113710,J015417.72+011540.9,402,51793,602,28.57387,1.261363,0.04631,10.119,8.5
4152,113179,J015425.20+123947.3,430,51877,130,28.60503,12.663139,0.04466,10.096,8.5
2806,113711,J015430.76+011210.9,402,51793,603,28.62821,1.203044,0.04656,10.201,8.5
2808,113712,J015434.47+011250.0,402,51793,607,28.64363,1.213909,0.04603,10.718,8.92
2811,110626,J015454.23+004840.2,402,51793,625,28.72599,0.811192,0.0273,10.499,8.7
4146,113183,J015457.86+130131.2,430,51877,96,28.74112,13.025348,0.04434,10.324,8.52
4145,111358,J015517.63+125935.5,430,51877,94,28.82349,12.993216,0.03225,10.303,8.5
2821,729626,J015518.65+002912.1,403,51871,432,28.82771,0.48672,0.04651,10.898,9.1
2819,113715,J015550.31+004319.1,403,51871,426,28.95967,0.721998,0.04646,10.924,9.12
4216,110648,J015551.98+145624.9,430,51877,528,28.96662,14.940255,0.04383,10.737,8.94
4134,113198,J015606.45+123403.2,430,51877,49,29.02689,12.567566,0.04451,10.641,8.84
4217,111360,J015612.53+145423.9,430,51877,529,29.05222,14.906644,0.02692,10.27,8.5
4138,1408,J015615.23+130957.0,430,51877,60,29.06349,13.165847,0.02553,10.419,8.62
4139,113202,J015635.07+131710.4,430,51877,65,29.14615,13.286234,0.04322,10.019,8.5
4140,113203,J015646.54+131636.4,430,51877,66,29.19392,13.276786,0.04486,10.175,8.5
4228,110672,J015650.68+145224.1,430,51877,580,29.2112,14.873377,0.04371,10.711,8.91
4137,113205,J015651.99+131246.0,430,51877,59,29.21666,13.212782,0.04447,10.9,9.1
4136,113208,J015703.78+131001.4,430,51877,58,29.26578,13.167076,0.03234,10.853,9.05
4233,111643,J015707.32+145543.5,430,51877,605,29.28051,14.928777,0.04334,10.875,9.08
4222,113213,J015708.75+145247.4,430,51877,565,29.28647,14.879842,0.04326,10.105,8.5
4230,1428,J015709.80+143259.5,430,51877,587,29.29084,14.549885,0.02641,11.006,9.21
4221,111645,J015710.07+145500.9,430,51877,562,29.29197,14.916918,0.04332,10.172,8.5
4223,110681,J015712.97+144407.6,430,51877,568,29.30404,14.735458,0.02602,10.559,8.76
4224,111644,J015715.19+145007.2,430,51877,569,29.3133,14.835354,0.03329,10.383,8.58
3918,113215,J015718.40+130745.8,427,51900,271,29.32668,13.129394,0.03274,10.375,8.58
4130,113217,J015720.03+131013.4,430,51877,9,29.33349,13.170406,0.04475,10.809,9.01
4132,113221,J015742.52+132318.8,430,51877,35,29.42718,13.388579,0.04429,10.823,9.02
3917,113225,J015755.84+132129.3,427,51900,267,29.48267,13.358159,0.04436,10.947,9.15
3908,113229,J015815.94+130755.2,427,51900,224,29.56642,13.132004,0.04386,10.29,8.5
4239,1450,J015816.23+141747.9,430,51877,639,29.56764,14.296652,0.02615,10.801,9
2832,113725,J015853.19+004930.3,403,51871,502,29.72164,0.825097,0.03926,10.127,8.5
4236,113236,J015926.75+142929.7,430,51877,629,29.86149,14.491585,0.0473,10.157,8.5
3936,113237,J015945.90+134652.6,427,51900,395,29.94128,13.781297,0.04414,10.117,8.5
3901,112497,J015950.80+130310.7,427,51900,190,29.96168,13.052978,0.04436,10.072,8.5
3911,113239,J015957.90+125155.4,427,51900,245,29.99128,12.865402,0.04433,10.175,8.5
3900,122232,J020009.08+131714.3,427,51900,181,30.03784,13.287307,0.0449,10.093,8.5
3914,122238,J020033.05+125718.0,427,51900,251,30.13771,12.955013,0.04494,10.018,8.5
3942,122239,J020043.21+140135.2,427,51900,431,30.18004,14.026446,0.04373,10.687,8.89
3905,122241,J020044.74+130223.9,427,51900,213,30.18642,13.039998,0.04469,10.175,8.5
3906,122242,J020049.32+125723.2,427,51900,214,30.20553,12.956463,0.04512,10.412,8.61
3904,122244,J020055.07+125608.6,427,51900,211,30.22948,12.935746,0.04527,10.39,8.59
3940,122249,J020112.11+140612.1,427,51900,421,30.30046,14.103362,0.04463,10.202,8.5
27150,122463,J020153.92+004316.3,404,51877,335,30.47469,0.721226,0.04379,10.337,8.54
2845,122465,J020158.51+003318.2,403,51871,627,30.4938,0.555061,0.04048,10.108,8.5
3945,122255,J020209.08+145058.6,427,51900,445,30.53786,14.849633,0.04653,10.229,8.5
3895,122261,J020242.57+124804.2,427,51900,132,30.67741,12.801192,0.04638,10.38,8.58
3889,122263,J020246.03+125756.8,427,51900,97,30.69181,12.965786,0.04552,10.304,8.5
3886,122264,J020248.34+123541.2,427,51900,82,30.70143,12.594801,0.04709,10.206,8.5
2847,122468,J020255.83+004426.5,404,51812,337,30.73266,0.740713,0.04073,10.639,8.84
3890,122266,J020301.74+124217.6,427,51900,98,30.75727,12.704898,0.04576,10.671,8.87
3952,122268,J020309.70+140342.6,427,51900,486,30.79042,14.061848,0.04349,10.071,8.5
3898,122269,J020310.43+131816.2,427,51900,152,30.79347,13.304525,0.04499,10.348,8.55
27621,122841,J020316.02+001755.7,701,52179,542,30.81678,0.298826,0.04281,11.177,9.38
3957,122272,J020325.71+133910.7,427,51900,518,30.85713,13.652979,0.03255,10.138,8.5
3885,122273,J020326.59+123521.1,427,51900,81,30.86079,12.589198,0.04631,10.906,9.11
3955,122274,J020327.93+140149.6,427,51900,502,30.86639,14.030467,0.04296,10.275,8.5
3887,122275,J020330.40+123517.7,427,51900,83,30.8767,12.588256,0.04633,10.495,8.7
3960,121496,J020351.38+144534.3,427,51900,529,30.96411,14.75953,0.03207,10.029,8.5
3956,122277,J020353.23+134011.9,427,51900,515,30.97181,13.67,0.03269,10.591,8.79
